k,d,A,p01_lam,p01_q,p01_raw,p012_lam,p012_q,p012_raw
12,9852,80445,1,1,1,0,0,0
12,9895,80800,1,1,1,0,0,0
12,9943,81192,1,1,1,0,0,0
12,10087,82368,1,1,1,0,0,0
12,10345,84475,1,1,1,0,0,0
12,11067,90364,1,1,1,0,0,0
12,11864,96875,1,1,1,0,0,0
12,11867,96899,1,1,1,0,0,0
12,12301,100440,1,1,1,0,0,0
12,14139,115455,1,1,1,0,0,0
12,14140,115455,1,1,1,0,0,0
12,18187,148511,1,1,1,0,0,0
12,18188,148511,1,1,1,0,0,0
12,19300,157599,1,1,1,0,0,0
12,19301,157599,1,1,1,0,0,0
12,20088,164024,1,1,1,0,0,0
12,20623,168399,1,0,0,0,0,0
12,20932,170924,1,1,1,0,0,0
12,20933,170924,1,1,1,0,0,0
12,22012,179740,1,1,1,0,0,0
12,22071,180224,1,1,1,0,0,0
12,24250,198015,1,1,1,0,0,0
12,25460,207900,1,1,1,0,0,0
12,25461,207900,1,1,1,0,0,0
12,30095,245745,1,1,1,0,0,0
12,34425,281105,1,1,1,0,0,0
12,34426,281105,1,1,1,0,0,0
12,34611,282624,0,1,0,0,0,0
12,35955,293600,1,1,1,0,0,0
12,35956,293600,1,1,1,0,0,0
12,37924,309672,1,1,1,0,0,0
12,37992,310232,1,1,1,0,0,0
12,39027,318681,1,1,1,0,0,0
12,41781,341172,1,0,0,0,0,0
12,43207,352814,1,1,1,0,0,0
12,43813,357759,1,1,1,0,0,0
12,46368,378624,1,1,1,0,0,0
12,46524,379904,1,1,1,0,0,0
12,46525,379904,1,1,1,0,0,0
12,47478,387695,1,1,1,0,0,0
12,53794,439263,1,1,1,0,0,0
12,54277,443209,1,1,1,0,0,0
12,58531,477950,1,1,1,0,0,0
12,61095,498882,1,1,1,0,0,0
12,63724,520352,1,1,1,0,0,0
12,66399,542190,1,1,1,0,0,0
12,77799,635283,1,1,1,0,0,0
12,88639,723800,1,1,1,0,0,0
12,96864,790965,1,0,0,0,0,0
12,97157,793364,1,1,1,0,0,0
12,100970,824499,1,1,1,0,0,0
12,100971,824499,1,1,1,0,0,0
12,106925,873125,1,1,1,0,0,0
12,114116,931840,0,1,0,0,0,0
12,120055,980343,1,1,1,0,0,0
12,124073,1013148,1,1,1,0,0,0
12,145662,1189439,1,1,1,0,0,0
12,198885,1624050,1,1,1,0,0,0
12,220282,1798775,1,1,1,0,0,0
12,220283,1798775,1,1,1,0,0,0
12,238163,1944783,1,1,1,0,0,0
12,265844,2170827,1,1,1,0,0,0
12,302954,2473856,1,1,1,0,0,0
12,318188,2598254,1,1,1,0,0,0
12,325784,2660284,1,1,1,0,0,0
12,325785,2660284,1,1,1,0,0,0
12,345913,2824653,1,1,1,0,0,0
12,439233,3586679,1,0,0,0,0,0
12,442505,3613400,1,1,1,0,0,0
12,520329,4248894,1,1,1,0,0,0
12,521795,4260864,1,1,1,0,0,0
12,677903,5535607,1,1,1,0,0,0
12,679895,5551875,1,1,1,0,0,0
12,847953,6924203,1,1,1,0,0,0
12,1256668,10261691,1,1,1,0,0,0
12,1319844,10777575,1,1,1,0,0,0
12,1319845,10777575,1,1,1,0,0,0
12,1339123,10935000,1,0,0,0,0,0
12,1342873,10965617,1,1,1,0,0,0
12,1619000,13220415,1,0,0,0,0,0
12,2171375,17730999,1,1,1,0,0,0
12,2185201,17843903,1,1,1,0,0,0
12,2185202,17843903,1,1,1,0,0,0
12,4180377,34136102,1,1,1,0,0,0
12,4180378,34136102,1,1,1,0,0,0
12,4447226,36315135,1,0,0,0,0,0
12,4447227,36315135,1,0,0,0,0,0
12,7247520,59181759,1,1,1,0,0,0
12,8305655,67822271,1,1,1,0,0,0
12,8718748,71195510,1,1,1,0,0,0
12,8947594,73064214,1,1,1,0,0,0
12,16877847,137821040,1,1,1,0,0,0
12,35454094,289510865,1,1,1,0,0,0
12,136137983,1111674879,1,1,1,0,0,0
12,136137984,1111674879,1,1,1,0,0,0
