# merged; npoints=32363523859 degenerate=7740416 ambig=0
k,ff1,ff2,ff3,ff4,ff5,ff6,ff7,ff8,ff9,ff10,ff11,ff12,ff13,ff14,ff15,ff16,none
330,11178620,2114367,368598,65197,11957,2464,499,106,19,4,1,0,0,0,0,0,0
331,11182285,2112132,367413,64666,11691,2387,495,118,24,3,1,0,0,0,0,0,0
332,11188014,2106801,366103,64783,11904,2386,483,108,15,3,2,0,0,0,0,0,0
333,11168155,2119181,371334,66010,12209,2406,509,132,30,3,1,0,0,0,0,0,0
334,11161743,2123368,372695,66076,12343,2463,505,130,30,5,1,0,0,0,0,0,0
335,11143956,2132892,377983,67935,12673,2574,513,131,26,4,2,0,0,0,0,0,0
336,11150007,2128745,376128,67569,12471,2531,505,121,26,3,2,0,0,0,0,0,0
337,11139499,2135501,378443,68133,12606,2603,529,129,23,2,1,0,0,0,0,0,0
338,11138994,2133886,379438,68349,12813,2617,557,136,25,2,1,0,0,0,0,0,0
339,11130416,2140118,380633,68678,12928,2661,568,139,22,3,1,0,0,0,0,0,0
340,11133079,2137493,380132,68509,12892,2661,572,135,27,4,2,0,0,0,0,0,0
341,11131401,2139152,379743,68406,12801,2620,572,136,33,3,2,0,0,0,0,0,0
342,11122426,2145690,381299,68594,12868,2646,577,132,23,3,1,0,0,0,0,0,0
343,11130624,2138740,379687,68310,12879,2610,572,133,21,3,1,0,0,0,0,0,0
344,11125574,2142055,380585,68493,12924,2622,529,119,22,4,1,0,0,0,0,0,0
345,11119463,2145447,382061,68943,12976,2683,577,124,25,4,1,0,0,0,0,0,0
346,11106726,2153709,385165,69617,12961,2701,586,127,32,6,2,0,0,0,0,0,0
347,11109809,2151047,384182,69528,13008,2661,590,126,27,8,2,0,0,0,0,0,0
348,11102495,2156018,385592,69633,13126,2718,574,120,33,7,2,0,0,0,0,0,0
349,11086411,2164497,390885,70984,13398,2766,598,115,29,7,2,0,0,0,0,0,0
350,11098390,2155252,388255,70358,13269,2739,619,122,28,6,1,0,0,0,0,0,0
351,11085150,2164786,390231,71176,13460,2758,607,126,28,7,1,0,0,0,0,0,0
352,11078424,2169015,392025,71530,13263,2704,597,125,24,5,1,0,0,0,0,0,0
353,11074215,2170992,393121,71825,13367,2751,618,124,25,7,1,0,0,0,0,0,0
354,11072559,2170836,393992,71901,13524,2733,616,133,21,5,1,0,0,0,0,0,0
355,11071430,2172824,392848,71509,13497,2755,635,149,33,7,1,0,0,0,0,0,0
356,11059977,2179976,395672,72253,13578,2737,612,152,27,9,1,0,0,0,0,0,0
357,11050541,2183363,399088,73724,13979,2823,612,155,32,7,1,0,0,0,0,0,0
358,11052902,2181656,398260,73270,13970,2813,590,137,30,6,1,0,0,0,0,0,0
359,11054500,2181420,396645,72838,13901,2866,621,143,35,12,1,0,0,0,0,0,0
360,11045811,2186214,399080,73481,14034,2836,619,152,30,8,1,0,0,0,0,0,0
361,11047881,2183095,399254,73604,14074,2863,629,152,27,8,1,0,0,0,0,0,0
362,11046824,2183853,399093,73378,14130,2841,609,143,29,8,2,0,0,0,0,0,0
363,11037032,2190405,401250,73840,14036,2888,601,137,35,10,2,0,0,0,0,0,0
364,11027587,2196438,402797,74842,14157,2883,607,137,35,7,2,0,0,0,0,0,0
365,11032370,2192446,401647,74496,14211,2860,617,146,39,6,2,0,0,0,0,0,0
366,11016294,2200877,406751,75814,14539,3000,649,151,33,6,2,0,0,0,0,0,0
367,11016908,2201155,405646,75612,14349,2956,628,149,37,8,1,0,0,0,0,0,0
368,11014690,2201011,406807,75908,14498,2992,650,150,38,6,2,0,0,0,0,0,0
369,11004105,2207074,409865,76395,14666,3045,662,149,27,6,2,0,0,0,0,0,0
370,11009474,2204172,407941,75448,14466,2968,645,147,33,6,3,0,0,0,0,0,0
371,10999599,2209966,410377,76123,14731,2997,628,143,36,7,4,0,0,0,0,0,0
372,11000300,2208237,410395,76476,14711,2955,612,149,39,6,3,0,0,0,0,0,0
373,10994145,2212772,411151,76696,14664,2977,613,136,35,8,3,0,0,0,0,0,0
374,10986863,2215479,413839,77516,14902,3040,622,155,35,6,2,0,0,0,0,0,0
375,10975284,2223278,416605,77723,14992,3037,643,149,42,8,4,0,0,0,0,0,0
376,10980621,2218651,415158,77604,15075,3061,649,148,37,6,3,0,0,0,0,0,0
377,10969919,2223963,418377,78631,15406,3136,655,163,48,8,3,0,0,0,0,0,0
378,10963038,2228168,419889,78995,15499,3140,665,151,40,8,4,0,0,0,0,0,0
379,10967457,2224196,418649,79067,15424,3155,703,156,38,4,2,0,0,0,0,0,0
380,10962340,2227913,419361,79212,15367,3109,671,156,36,5,3,0,0,0,0,0,0
381,10957553,2231030,419680,79507,15557,3189,706,167,47,6,2,0,0,0,0,0,0
382,10946923,2237353,422943,79872,15474,3171,711,173,49,9,3,0,0,0,0,0,0
383,10954253,2231717,420884,79709,15448,3077,658,155,43,9,5,0,0,0,0,0,0
384,10956990,2229850,419894,79231,15270,3075,671,152,45,10,5,0,0,0,0,0,0
385,10943397,2237941,423212,80412,15463,3125,680,158,49,11,5,0,0,0,0,0,0
386,10944533,2236051,423186,80357,15585,3137,692,159,48,8,5,0,0,0,0,0,0
387,10935996,2240702,425224,81285,15762,3146,670,156,47,6,3,0,0,0,0,0,0
388,10928397,2245207,426773,81899,15892,3254,652,142,43,8,4,0,0,0,0,0,0
389,10923815,2249333,426832,81538,15949,3205,661,151,40,6,4,0,0,0,0,0,0
390,10922788,2249009,427389,81654,15861,3191,680,145,36,6,4,0,0,0,0,0,0
391,10909661,2254540,432031,83288,16281,3322,703,151,46,9,5,0,0,0,0,0,0
392,10907293,2256983,431570,83056,16179,3262,703,158,43,8,4,0,0,0,0,0,0
393,10913620,2250010,431370,83076,16251,3305,695,147,40,8,3,0,0,0,0,0,0
394,10898377,2259914,435047,83668,16562,3301,685,154,43,9,4,0,0,0,0,0,0
395,10893861,2262300,436190,83789,16512,3374,725,162,44,7,4,0,0,0,0,0,0
396,10890459,2265163,435769,83535,16787,3489,773,182,48,9,4,0,0,0,0,0,0
397,10894635,2261267,434896,83673,16683,3391,708,151,41,9,5,0,0,0,0,0,0
398,10889196,2264556,436029,83849,16659,3450,728,161,53,11,6,0,0,0,0,0,0
399,10885682,2266608,436597,83845,16783,3436,727,168,40,7,4,0,0,0,0,0,0
400,10879764,2270210,437767,84273,16767,3432,708,162,43,6,2,0,0,0,0,0,0
401,10881787,2268186,437047,84182,16747,3472,727,167,47,8,5,0,0,0,0,0,0
402,10877480,2268151,439421,85267,16887,3446,723,163,43,6,3,0,0,0,0,0,0
403,10870424,2273912,439377,85593,17005,3497,745,182,49,11,4,0,0,0,0,0,0
404,10872978,2271281,439227,85107,17005,3490,750,173,46,8,4,0,0,0,0,0,0
405,10864919,2275120,441681,85948,17080,3584,729,174,43,10,3,0,0,0,0,0,0
406,10856713,2280440,443100,86356,17269,3603,748,182,44,6,2,0,0,0,0,0,0
407,10846694,2285794,445922,87379,17348,3582,741,177,52,7,2,0,0,0,0,0,0
408,10849287,2283001,445503,87129,17379,3597,747,184,49,7,2,0,0,0,0,0,0
409,10843261,2287442,446050,87095,17575,3729,765,163,46,7,3,0,0,0,0,0,0
410,10839535,2288087,447268,88091,17669,3679,772,180,48,7,3,0,0,0,0,0,0
411,10842764,2284531,446778,88103,17654,3716,750,181,47,6,2,0,0,0,0,0,0
412,10834697,2289996,448447,88279,17650,3641,767,179,52,5,2,0,0,0,0,0,0
413,10834861,2289710,448055,88123,17599,3623,747,186,47,6,2,0,0,0,0,0,0
414,10826654,2294979,449768,88372,17691,3647,769,190,47,8,4,0,0,0,0,0,0
415,10827806,2293249,449683,88143,17750,3684,766,182,47,8,4,0,0,0,0,0,0
416,10820711,2296633,451623,88934,17952,3693,786,193,44,5,2,0,0,0,0,0,0
417,10820954,2297111,450538,88593,17913,3659,739,182,41,5,1,0,0,0,0,0,0
418,10807905,2303739,454739,89773,18111,3724,756,172,39,7,1,0,0,0,0,0,0
419,10809840,2302076,453914,89624,17972,3658,773,183,43,4,1,0,0,0,0,0,0
420,10809183,2302313,453378,89603,17998,3751,792,206,48,6,2,0,0,0,0,0,0
421,10796114,2309932,457227,90368,18056,3767,796,203,38,5,2,0,0,0,0,0,0
422,10802080,2305264,455092,90227,18147,3804,791,187,44,4,2,0,0,0,0,0,0
423,10799325,2307513,455323,89650,18178,3792,800,202,46,4,1,0,0,0,0,0,0
424,10790457,2312472,457425,90532,18295,3824,799,200,48,4,1,0,0,0,0,0,0
425,10784290,2317036,458026,90504,18368,3940,826,195,49,5,1,0,0,0,0,0,0
426,10787594,2313597,457598,90506,18222,3839,804,193,51,4,1,0,0,0,0,0,0
427,10774670,2320116,461432,91799,18521,3922,821,195,51,6,3,0,0,0,0,0,0
428,10775206,2319383,460875,91781,18502,3905,800,184,52,9,3,0,0,0,0,0,0
429,10774412,2318597,461206,91965,18567,4036,843,208,58,8,3,0,0,0,0,0,0
430,10766209,2323144,463492,92517,18625,3949,838,210,58,6,4,0,0,0,0,0,0
431,10761610,2325881,463966,92798,18798,4002,872,224,60,7,3,0,0,0,0,0,0
432,10753399,2329178,466788,93588,19176,4091,864,224,56,5,2,0,0,0,0,0,0
433,10753846,2328043,466423,93751,19246,4111,856,213,51,5,3,0,0,0,0,0,0
434,10749723,2330642,467114,93885,19110,4079,858,232,53,7,4,0,0,0,0,0,0
435,10740431,2334486,470628,94709,19382,4067,869,204,52,9,4,0,0,0,0,0,0
436,10731060,2339114,472941,95878,19689,4170,874,225,55,7,3,0,0,0,0,0,0
437,10729887,2340048,472839,95363,19704,4152,874,231,59,6,3,0,0,0,0,0,0
438,10730435,2340104,471683,95174,19630,4100,885,222,57,7,4,0,0,0,0,0,0
439,10723587,2342880,473979,95871,19828,4158,888,211,49,6,4,0,0,0,0,0,0
440,10724466,2341633,473898,95581,19691,4144,914,218,50,8,3,0,0,0,0,0,0
441,10715481,2345902,476474,96539,19881,4286,899,219,48,7,3,0,0,0,0,0,0
442,10709634,2349305,477497,96973,20021,4239,928,232,53,6,4,0,0,0,0,0,0
443,10705581,2351729,478019,97151,20074,4275,919,223,51,8,3,0,0,0,0,0,0
444,10710316,2347739,476718,97046,19827,4264,941,222,55,11,4,0,0,0,0,0,0
445,10708453,2347759,477209,97264,20019,4360,949,226,59,14,3,0,0,0,0,0,0
446,10699791,2352825,479697,97634,19943,4290,977,235,54,8,2,0,0,0,0,0,0
447,10703175,2350268,478630,96831,19957,4401,993,232,60,7,2,0,0,0,0,0,0
448,10702867,2350257,478478,96841,19709,4324,966,231,56,9,2,0,0,0,0,0,0
449,10694192,2354613,480621,97758,19991,4399,967,229,60,9,2,0,0,0,0,0,0
450,10690972,2357598,480352,97398,19950,4420,982,239,61,11,2,0,0,0,0,0,0
451,10691298,2356219,480394,97349,20059,4424,982,244,69,8,1,0,0,0,0,0,0
452,10688117,2357824,480877,97605,20061,4437,972,234,57,9,1,0,0,0,0,0,0
453,10684464,2358975,481786,98115,20240,4424,978,249,59,9,2,0,0,0,0,0,0
454,10688960,2352279,482566,98514,20342,4462,998,238,57,8,1,0,0,0,0,0,0
455,10678924,2360475,483364,98555,20397,4479,1021,242,55,8,2,0,0,0,0,0,0
456,10670198,2364522,486395,99289,20528,4411,1000,233,52,7,1,0,0,0,0,0,0
457,10664935,2367593,487335,99513,20518,4537,1014,235,58,9,2,0,0,0,0,0,0
458,10667667,2365111,486738,99124,20478,4452,1004,236,57,6,1,0,0,0,0,0,0
459,10665600,2367331,485904,98959,20437,4444,1018,240,59,5,1,0,0,0,0,0,0
460,10657390,2370149,488825,99926,20848,4598,1021,253,64,7,2,0,0,0,0,0,0
461,10646338,2377085,491396,100436,20925,4643,1017,257,62,5,2,0,0,0,0,0,0
462,10648729,2374933,490266,100420,20957,4592,1051,253,59,5,0,0,0,0,0,0,0
463,10649358,2373238,490290,100682,20892,4565,1024,248,60,5,0,0,0,0,0,0,0
464,10641375,2377780,491946,101269,21133,4611,1032,249,56,4,0,0,0,0,0,0,0
465,10640732,2377400,492160,101254,21163,4556,1019,229,54,5,0,0,0,0,0,0,0
466,10632926,2381854,494014,101672,21250,4629,1047,237,50,5,0,0,0,0,0,0,0
467,10630932,2383231,493917,101551,21196,4606,1023,245,53,5,0,0,0,0,0,0,0
468,10620836,2386899,497509,102883,21580,4733,1045,249,55,7,0,0,0,0,0,0,0
469,10621508,2386011,497071,102799,21524,4654,1042,252,58,7,0,0,0,0,0,0,0
470,10616055,2388998,498280,102979,21544,4754,1075,266,63,5,0,0,0,0,0,0,0
471,10609769,2391810,500242,103552,21584,4744,1050,264,55,4,0,0,0,0,0,0,0
472,10615674,2386670,498471,103381,21784,4830,1037,253,58,4,0,0,0,0,0,0,0
473,10608181,2391876,499398,103686,21807,4810,1105,274,63,5,0,0,0,0,0,0,0
474,10604027,2393108,500848,103996,22054,4819,1095,264,63,7,0,0,0,0,0,0,0
475,10602571,2394297,500502,103998,21798,4803,1093,247,59,8,0,0,0,0,0,0,0
476,10600954,2394551,500565,104056,22019,4859,1123,255,66,7,0,0,0,0,0,0,0
477,10592687,2398435,503252,104593,22175,4954,1131,251,65,11,0,0,0,0,0,0,0
478,10590664,2398898,503537,104824,22259,4989,1125,248,64,9,0,0,0,0,0,0,0
479,10584595,2402958,504564,104964,22198,4927,1103,255,68,11,2,0,0,0,0,0,0
480,10591968,2397695,502410,104156,22204,4891,1085,242,64,10,3,1,0,0,0,0,0
481,10583826,2401312,504513,105360,22395,4908,1105,245,65,9,3,1,0,0,0,0,0
482,10577554,2404321,506079,105890,22557,4955,1130,246,62,8,3,1,0,0,0,0,0
483,10573959,2405831,506915,106196,22597,4972,1132,248,60,9,2,1,0,0,0,0,0
484,10568216,2410037,507225,106487,22502,4977,1141,252,63,9,2,1,0,0,0,0,0
485,10560805,2412299,510053,107396,22986,4987,1127,258,67,10,3,2,0,0,0,0,0
486,10557287,2414254,510345,107647,23006,5030,1119,265,70,11,4,2,0,0,0,0,0
487,10557813,2413254,510170,107225,23033,5088,1125,267,67,7,2,1,0,0,0,0,0
488,10549145,2417320,512839,108056,23206,5106,1134,273,74,9,2,1,0,0,0,0,0
489,10547214,2418569,512694,107994,23132,5083,1115,277,75,15,4,2,0,0,0,0,0
490,10549818,2415388,512059,108009,23311,5102,1164,279,69,10,2,0,0,0,0,0,0
491,10541972,2418977,514492,108633,23444,5215,1198,284,70,10,2,0,0,0,0,0,0
492,10537577,2421426,515266,108952,23447,5130,1138,259,64,11,2,0,0,0,0,0,0
493,10533851,2422856,516341,109204,23409,5146,1184,278,69,11,1,0,0,0,0,0,0
494,10535420,2420899,516004,109077,23307,5164,1181,266,64,11,1,0,0,0,0,0,0
495,10530264,2423761,516300,109761,23536,5188,1222,286,69,14,3,0,0,0,0,0,0
496,10530535,2423500,516328,109270,23144,5067,1166,291,65,13,2,0,0,0,0,0,0
497,10526596,2424649,517148,110002,23340,5156,1203,280,71,14,3,0,0,0,0,0,0
498,10524520,2425913,517836,109420,23166,5134,1167,277,62,11,3,0,0,0,0,0,0
499,10516711,2429099,519885,110679,23539,5144,1142,254,58,10,2,0,0,0,0,0,0
500,10513779,2430701,520465,110313,23564,5185,1160,264,65,8,1,0,0,0,0,0,0
501,10513196,2429459,520742,110742,23564,5249,1230,297,61,5,0,0,0,0,0,0,0
502,10503710,2434127,523530,111461,23880,5298,1159,278,59,5,0,0,0,0,0,0,0
503,10499395,2435726,524780,111806,24001,5322,1175,263,55,4,1,0,0,0,0,0,0
504,10493103,2439882,525358,112184,24042,5410,1204,292,70,6,0,0,0,0,0,0,0
505,10497434,2436115,524289,111852,24022,5356,1201,276,64,4,0,0,0,0,0,0,0
506,10492234,2438636,525394,112107,24282,5384,1196,274,55,3,0,0,0,0,0,0,0
507,10487032,2441303,526483,112496,24340,5377,1203,273,57,5,0,0,0,0,0,0,0
508,10489700,2438386,525974,112382,24222,5370,1181,284,64,6,0,0,0,0,0,0,0
509,10483371,2442197,526919,112835,24404,5337,1186,279,62,5,0,0,0,0,0,0,0
510,10476161,2444969,529288,113711,24556,5403,1194,275,54,3,0,0,0,0,0,0,0
511,10472591,2447106,529508,113825,24669,5394,1193,272,55,4,0,0,0,0,0,0,0
512,10473184,2445447,529571,113713,24643,5443,1222,287,69,4,0,0,0,0,0,0,0
513,10467848,2447552,530927,114340,24745,5542,1259,306,70,5,0,0,0,0,0,0,0
514,10467410,2447405,530808,114079,24702,5525,1295,310,68,5,0,0,0,0,0,0,0
515,10471924,2442047,530345,114266,24703,5544,1303,316,70,7,2,0,0,0,0,0,0
516,10461412,2449578,531625,114863,24860,5571,1271,301,72,5,0,0,0,0,0,0,0
517,10461146,2448858,531750,114676,24920,5543,1267,310,76,9,2,2,0,0,0,0,0
518,10450768,2453622,534747,115744,25243,5710,1303,307,74,8,1,1,0,0,0,0,0
519,10453783,2451185,533657,115202,25183,5790,1279,295,77,11,2,2,0,0,0,0,0
520,10448295,2454276,534621,115734,25217,5699,1287,290,83,12,2,2,0,0,0,0,0
521,10445488,2455653,535312,115533,25134,5712,1267,271,73,9,1,1,0,0,0,0,0
522,10438362,2459194,536802,116380,25300,5744,1268,269,70,12,1,1,0,0,0,0,0
523,10441167,2456880,535756,115963,25223,5714,1321,278,76,15,2,2,0,0,0,0,0
524,10436753,2457971,537251,116664,25377,5745,1290,280,73,13,2,2,0,0,0,0,0
525,10433575,2460092,536971,116714,25464,5784,1338,292,76,13,1,1,0,0,0,0,0
526,10432850,2459617,537193,116626,25577,5802,1304,280,74,11,1,1,0,0,0,0,0
527,10426688,2462004,538951,117373,25712,5866,1347,297,69,14,0,0,0,0,0,0,0
528,10422641,2464138,539917,117463,25612,5784,1329,309,72,12,0,0,0,0,0,0,0
529,10415389,2467182,542002,118150,25937,5804,1344,309,73,13,0,0,0,0,0,0,0
530,10414850,2465910,542655,118256,25920,5833,1334,302,71,15,0,0,0,0,0,0,0
531,10407628,2470652,543492,118737,26078,5816,1336,282,74,17,0,0,0,0,0,0,0
532,10404261,2471787,544371,118900,26111,5923,1337,312,78,16,0,0,0,0,0,0,0
533,10406867,2467679,544359,119329,26172,5931,1325,297,76,14,2,0,0,0,0,0,0
534,10398387,2474151,544895,119592,26285,5937,1325,309,80,15,0,0,0,0,0,0,0
535,10396914,2474292,545539,119320,26235,5859,1325,311,76,15,0,0,0,0,0,0,0
536,10388887,2478489,547056,120297,26474,5963,1315,315,77,15,0,0,0,0,0,0,0
537,10390066,2476757,546749,120249,26449,5874,1300,296,76,17,0,0,0,0,0,0,0
538,10385310,2478564,548346,120444,26427,5901,1351,317,74,16,0,0,0,0,0,0,0
539,10381738,2479706,549093,120867,26578,5958,1355,315,78,16,1,1,0,0,0,0,0
540,10374777,2482933,550685,121509,26881,6052,1400,324,79,20,2,2,0,0,0,0,0
541,10373185,2483420,551057,121282,26777,6002,1377,328,84,22,1,1,0,0,0,0,0
542,10375080,2482585,549291,120992,26762,6023,1375,317,83,21,1,0,0,0,0,0,0
543,10369400,2484576,551141,121714,26843,6018,1335,321,85,24,1,0,0,0,0,0,0
544,10370879,2482872,550115,121698,26956,6027,1376,335,93,24,1,0,0,0,0,0,0
545,10364741,2486266,551596,121940,26966,6040,1346,334,83,19,2,0,0,0,0,0,0
546,10359326,2488694,553325,122208,26820,6012,1378,352,88,19,1,0,0,0,0,0,0
547,10354216,2490409,554754,122680,27156,6080,1392,331,85,20,1,0,0,0,0,0,0
548,10355895,2488000,554493,122577,27128,6127,1398,329,85,20,1,0,0,0,0,0,0
549,10349240,2491067,556380,123121,27209,6152,1395,327,85,23,3,0,0,0,0,0,0
550,10349004,2491224,555834,122838,27087,6154,1355,325,79,21,2,0,0,0,0,0,0
551,10350050,2489437,554925,123153,27242,6184,1393,329,82,20,2,0,0,0,0,0,0
552,10341356,2492908,558244,123738,27358,6253,1411,322,72,19,3,0,0,0,0,0,0
553,10335086,2496306,559248,124345,27613,6247,1415,323,73,17,3,0,0,0,0,0,0
554,10332138,2497906,559542,124321,27643,6159,1412,312,70,18,1,0,0,0,0,0,0
555,10333548,2496123,558854,124194,27670,6192,1420,327,76,18,3,0,0,0,0,0,0
556,10331224,2497176,559069,124146,27540,6283,1462,336,77,19,4,0,0,0,0,0,0
557,10322690,2500551,561825,125023,27930,6280,1457,358,80,21,4,0,0,0,0,0,0
558,10316601,2503659,562901,125522,28143,6401,1480,360,87,23,4,0,0,0,0,0,0
559,10319155,2501570,562058,125128,28005,6273,1432,335,81,21,3,0,0,0,0,0,0
560,10315589,2502342,563412,125486,27951,6283,1459,357,85,22,3,0,0,0,0,0,0
561,10308886,2505517,564482,126356,28275,6338,1515,346,84,23,4,0,0,0,0,0,0
562,10310159,2504333,563672,126146,28115,6363,1456,347,84,22,3,0,0,0,0,0,0
563,10306919,2505179,564799,126117,28290,6359,1474,355,90,24,3,0,0,0,0,0,0
564,10302776,2507571,565377,126255,28137,6462,1482,372,95,23,6,0,0,0,0,0,0
565,10297814,2510082,566591,126373,28258,6389,1448,345,84,24,4,0,0,0,0,0,0
566,10299028,2508317,566032,126457,28187,6351,1462,355,93,24,4,0,0,0,0,0,0
567,10295945,2509459,566648,126574,28187,6407,1456,355,84,23,4,0,0,0,0,0,0
568,10289119,2512449,568423,127162,28469,6450,1487,373,85,23,6,0,0,0,0,0,0
569,10291140,2509031,568282,127297,28569,6616,1507,370,87,21,4,0,0,0,0,0,0
570,10286133,2512085,569095,127342,28631,6512,1479,379,88,27,5,0,0,0,0,0,0
571,10281047,2513998,570302,127939,28880,6554,1486,382,86,24,5,0,0,0,0,0,0
572,10273539,2518404,571649,128334,28998,6612,1512,397,90,21,5,0,0,0,0,0,0
573,10276052,2516001,570861,128053,28793,6650,1502,410,102,29,6,0,0,0,0,0,0
574,10272662,2516832,571854,128392,28913,6621,1487,383,89,25,5,0,0,0,0,0,0
575,10269009,2518962,571864,128720,28983,6608,1466,387,96,27,5,0,0,0,0,0,0
576,10276392,2512292,570736,128130,28884,6603,1438,379,97,29,4,0,0,0,0,0,0
577,10264344,2519549,573285,128957,29153,6650,1452,375,95,27,1,0,0,0,0,0,0
578,10263102,2519933,573017,128846,29262,6636,1473,389,96,27,2,0,0,0,0,0,0
579,10258015,2521619,574769,129165,29337,6696,1480,368,93,22,0,0,0,0,0,0,0
580,10257566,2521351,574525,128876,29396,6736,1530,378,98,25,0,0,0,0,0,0,0
581,10253560,2522645,575464,129450,29473,6778,1515,368,91,21,0,0,0,0,0,0,0
582,10244768,2526297,578573,130140,29585,6792,1523,386,103,25,1,0,0,0,0,0,0
583,10241207,2529533,578104,130043,29407,6764,1498,377,95,24,2,0,0,0,0,0,0
584,10241038,2526925,578730,130660,29787,6787,1503,363,88,20,0,0,0,0,0,0,0
585,10234843,2528344,580781,131748,30050,6887,1552,374,97,17,0,0,0,0,0,0,0
586,10229246,2531657,581674,131979,30073,6898,1549,391,99,19,0,0,0,0,0,0,0
587,10228409,2530675,581890,132233,30159,6917,1559,398,106,21,0,0,0,0,0,0,0
588,10224445,2532502,582296,132760,30306,6903,1534,390,94,19,0,0,0,0,0,0,0
589,10220618,2534100,583196,132822,30424,6909,1524,402,93,19,0,0,0,0,0,0,0
590,10215701,2536199,584291,133257,30425,6994,1549,406,97,21,0,0,0,0,0,0,0
591,10218304,2534117,583342,132669,30306,6960,1542,400,88,21,0,0,0,0,0,0,0
592,10215368,2535419,583582,132721,30310,7060,1568,403,86,17,0,0,0,0,0,0,0
593,10209032,2538188,585306,133155,30590,7120,1570,393,85,18,0,0,0,0,0,0,0
594,10212212,2533986,585003,133380,30538,7028,1568,378,85,17,0,0,0,0,0,0,0
595,10204510,2539092,585891,133701,30693,7094,1594,406,75,17,0,0,0,0,0,0,0
596,10201149,2540635,586689,133584,30743,7080,1573,373,83,17,0,0,0,0,0,0,0
597,10196960,2542509,587428,134097,30700,6991,1585,385,81,18,0,0,0,0,0,0,0
598,10198882,2540243,586836,133624,30775,7141,1560,392,90,19,0,0,0,0,0,0,0
599,10192157,2542581,588973,134362,30975,7154,1614,412,94,23,0,0,0,0,0,0,0
600,10189295,2544179,588703,134582,30983,7215,1613,422,95,19,1,0,0,0,0,0,0
601,10181510,2546970,591003,135623,31309,7383,1654,433,95,21,4,0,0,0,0,0,0
602,10183655,2544746,590358,135458,31136,7262,1618,405,88,18,3,0,0,0,0,0,0
603,10181121,2545553,590949,135592,31051,7194,1598,400,89,22,3,0,0,0,0,0,0
604,10175949,2548141,591924,135711,31237,7281,1640,409,89,21,2,0,0,0,0,0,0
605,10178537,2545763,590605,135641,31260,7208,1655,427,90,23,4,0,0,0,0,0,0
606,10172764,2548209,592249,135983,31369,7219,1676,417,91,19,3,0,0,0,0,0,0
607,10169671,2549285,592706,136253,31414,7231,1664,417,95,23,3,0,0,0,0,0,0
608,10162898,2552606,594367,136551,31650,7317,1712,414,94,20,2,0,0,0,0,0,0
609,10162627,2552565,593867,136381,31511,7222,1682,417,92,20,3,0,0,0,0,0,0
610,10155787,2554253,596489,137371,31737,7318,1727,438,93,26,3,0,0,0,0,0,0
611,10154785,2553855,596531,137301,31818,7386,1722,442,92,26,2,0,0,0,0,0,0
612,10156525,2551298,595856,137473,31857,7412,1750,446,93,24,3,0,0,0,0,0,0
613,10150745,2554566,596972,137667,31804,7410,1771,461,108,25,3,0,0,0,0,0,0
614,10145844,2556401,598046,138152,32055,7532,1715,437,97,22,3,0,0,0,0,0,0
615,10140597,2558243,599564,138653,32170,7553,1755,468,102,27,3,0,0,0,0,0,0
616,10141383,2556778,599249,138643,32058,7519,1763,448,87,21,2,0,0,0,0,0,0
617,10136108,2559399,600096,138953,32214,7553,1780,435,94,22,2,0,0,0,0,0,0
618,10134422,2559705,600432,139039,32115,7504,1710,453,102,25,2,0,0,0,0,0,0
619,10127397,2562123,602565,139852,32334,7616,1763,462,115,26,3,0,0,0,0,0,0
620,10127505,2561711,601959,139622,32186,7619,1765,461,118,27,4,1,0,0,0,0,0
621,10126700,2561675,601711,139515,32190,7624,1759,462,104,21,3,1,0,0,0,0,0
622,10121471,2564283,602762,139779,32228,7609,1777,483,112,22,3,1,0,0,0,0,0
623,10121026,2563564,602563,139744,32327,7668,1786,486,107,30,6,2,0,0,0,0,0
624,10114044,2566096,604891,140460,32561,7707,1775,476,106,25,5,1,0,0,0,0,0
625,10110891,2566486,605459,141226,32719,7704,1772,478,100,26,4,1,0,0,0,0,0
626,10104956,2569576,607004,141323,32773,7652,1750,473,99,24,4,2,0,0,0,0,0
627,10105096,2568291,606933,141376,32625,7633,1788,485,112,28,4,2,0,0,0,0,0
628,10100065,2570171,608031,142142,32797,7602,1777,469,99,22,4,1,0,0,0,0,0
629,10098038,2570513,608134,142350,32814,7667,1809,482,114,25,4,1,0,0,0,0,0
630,10100563,2568321,606749,142172,32782,7660,1819,480,110,24,5,2,0,0,0,0,0
631,10093067,2572027,608592,142684,32868,7757,1834,485,111,23,5,1,0,0,0,0,0
632,10091003,2572862,608880,142326,32889,7787,1819,485,116,23,5,1,0,0,0,0,0
633,10087342,2575149,609145,142252,32858,7727,1810,469,113,25,5,1,0,0,0,0,0
634,10087538,2573692,608666,142556,32925,7809,1814,488,121,27,7,2,0,0,0,0,0
635,10080473,2576098,611222,143271,33142,7796,1797,477,105,23,3,2,0,0,0,0,0
636,10077850,2576227,611669,143835,33313,7864,1804,466,105,20,2,1,0,0,0,0,0
637,10080993,2572714,611048,143515,33265,7883,1800,477,115,23,2,1,0,0,0,0,0
638,10075252,2576664,611574,143568,33226,7890,1828,459,113,26,5,2,0,0,0,0,0
639,10071592,2577992,612223,143799,33386,7918,1822,468,120,29,5,2,0,0,0,0,0
640,10065002,2580002,614174,144701,33615,8068,1868,496,128,25,5,1,0,0,0,0,0
