# regions: k[3001,6500]xN[2,1e7] + k[16,6500]xN[1e7+1,3e7]; npoints=145762074292 degenerate=34539342 ambig=20
k,ff1,ff2,ff3,ff4,ff5,ff6,ff7,ff8,ff9,ff10,ff11,ff12,ff13,ff14,ff15,ff16,ff17,ff18,none
3743,18076682,6366121,2122798,693224,221649,70698,22117,7131,2278,736,199,72,24,9,2,0,0,0,0
3744,18072030,6364807,2121442,693043,221797,70737,22003,7084,2241,725,202,78,26,7,2,0,0,0,0
3745,18068113,6363017,2121145,692364,221297,70459,21960,7081,2232,715,205,76,28,10,2,0,0,0,0
3746,18062144,6361315,2120463,692691,221729,70515,21906,7107,2266,725,203,76,29,9,2,0,0,0,0
3747,18055935,6359361,2120605,692773,221866,70695,22021,7093,2268,727,202,70,27,8,2,0,0,0,0
3748,18052285,6357333,2120112,691972,221458,70543,21985,7120,2269,731,205,74,26,8,1,0,0,0,0
3749,18045242,6355264,2120111,693062,221788,70762,22007,7055,2267,719,202,73,27,7,1,0,0,0,0
3750,18040710,6354536,2119220,692189,221579,70640,21917,7020,2246,709,189,64,21,7,1,0,0,0,0
3751,18034525,6353211,2118590,692148,221969,70744,21982,7063,2247,718,201,74,25,8,1,0,0,0,0
3752,18030056,6351405,2118540,691529,221362,70635,22016,7108,2286,717,201,72,24,9,1,0,0,0,0
3753,18024825,6348479,2118774,691991,221416,70645,22018,7036,2228,696,196,69,26,9,3,0,0,0,0
3754,18020590,6347084,2116547,691903,221600,70711,22013,7116,2277,708,203,71,24,8,3,0,0,0,0
3755,18014168,6346568,2117327,691357,221189,70556,21923,7007,2247,703,198,74,23,10,2,0,0,0,0
3756,18008748,6345020,2116496,691543,221202,70513,21995,7107,2284,718,195,73,23,9,2,0,0,0,0
3757,18002108,6343983,2117333,691219,221126,70456,21932,7076,2244,734,194,66,21,10,2,0,0,0,0
3758,17998023,6342437,2115617,690874,221137,70610,22001,7082,2254,731,203,74,24,11,3,0,0,0,0
3759,17990886,6339738,2116285,691883,221805,70719,21957,7114,2252,714,200,72,22,9,2,0,0,0,0
3760,17987923,6337747,2115023,691001,221287,70823,22060,7131,2233,708,199,69,21,9,2,0,0,0,0
3761,17982728,6336383,2114305,690875,221602,70654,21997,7045,2214,712,200,69,21,8,2,0,0,0,0
3762,17978835,6335086,2113124,690379,220946,70662,21927,7092,2251,733,207,67,26,11,3,0,0,0,0
3763,17972280,6333348,2113669,690585,221200,70428,21945,7041,2242,717,198,69,26,12,3,0,0,0,0
3764,17967086,6331663,2112947,690637,221024,70452,22035,7062,2245,726,192,69,24,10,2,0,0,0,0
3765,17961238,6330811,2112099,690630,221008,70549,21919,7082,2245,707,191,68,22,9,2,0,0,0,0
3766,17956170,6327238,2112548,690678,221250,70697,22010,7108,2274,713,194,70,22,9,2,0,0,0,0
3767,17950841,6326701,2111273,690430,221200,70642,21992,7033,2245,717,197,74,25,10,3,0,0,0,0
3768,17944994,6325203,2111574,690222,220942,70419,21995,7112,2276,726,203,76,24,10,3,0,0,0,0
3769,17939517,6323835,2110880,689677,221178,70781,21915,7077,2278,727,201,71,23,9,2,0,0,0,0
3770,17936868,6321178,2109914,689159,220857,70383,21899,7059,2233,708,202,69,19,9,2,0,0,0,0
3771,17929777,6320243,2109640,689749,220920,70420,21881,7067,2248,727,199,70,18,7,2,0,0,0,0
3772,17924232,6319684,2108765,689341,220828,70482,21938,7029,2264,695,190,72,22,9,3,0,0,0,0
3773,17918949,6316844,2109278,689409,220923,70443,21936,7078,2280,704,191,67,23,11,3,0,0,0,0
3774,17913671,6315914,2108500,688620,220954,70685,21986,7095,2268,724,201,72,22,11,3,0,0,0,0
3775,17908311,6314310,2107936,689532,220819,70330,21836,7033,2207,702,195,69,22,9,3,0,0,0,0
3776,17902999,6313292,2107246,688768,220750,70441,22019,7087,2273,706,192,62,18,8,3,0,0,0,0
3777,17898145,6311280,2106739,688524,220735,70420,22042,7086,2261,699,190,69,22,11,4,0,0,0,0
3778,17893086,6308559,2106729,688642,220873,70420,21959,7068,2247,708,194,67,21,10,4,0,0,0,0
3779,17887639,6307128,2105871,688865,220760,70422,21898,7073,2259,719,204,71,20,10,3,0,0,0,0
3780,17882039,6305799,2105873,688238,220480,70416,21995,7141,2287,718,200,73,23,9,3,0,0,0,0
3781,17877418,6303994,2105236,687945,220451,70371,21929,7033,2260,701,198,73,22,9,3,0,0,0,0
3782,17870933,6303642,2104448,688000,220437,70302,21897,7072,2238,713,197,71,23,10,4,0,0,0,0
3783,17866074,6302013,2103937,687443,220457,70309,21858,7023,2249,702,192,70,21,10,4,0,0,0,0
3784,17858173,6299511,2104757,688605,220902,70556,22036,7114,2279,717,198,70,23,11,3,0,0,0,0
3785,17855671,6298347,2102828,687436,220483,70468,21980,7118,2237,682,193,70,22,10,3,0,0,0,0
3786,17850263,6296192,2102851,687810,220394,70266,21956,7112,2286,709,201,72,20,8,3,0,0,0,0
3787,17846502,6294658,2101778,687146,220146,70196,21935,7066,2267,707,200,72,23,10,4,0,0,0,0
3788,17841905,6292870,2100967,686580,220255,70268,21865,7059,2254,703,196,70,25,12,4,0,0,0,0
3789,17834810,6291249,2101576,686603,220392,70421,21964,7100,2247,688,194,71,23,11,3,0,0,0,0
3790,17829068,6289963,2100951,687070,220237,70177,21862,7033,2287,710,203,73,22,9,3,0,0,0,0
3791,17823655,6287889,2100809,687100,220307,70227,21787,6974,2231,693,199,75,23,8,3,0,0,0,0
3792,17818064,6286232,2099959,686941,220493,70357,21918,7071,2252,695,199,69,23,11,4,0,0,0,0
3793,17811399,6285866,2099872,686683,220298,70305,21860,7075,2269,708,199,69,23,11,4,0,0,0,0
3794,17807234,6283622,2098746,686610,220408,70416,21840,7073,2271,716,199,70,22,10,3,0,0,0,0
3795,17801659,6281081,2099394,687146,220227,70190,21836,7045,2258,708,193,67,22,10,3,0,0,0,0
3796,17797762,6279131,2098550,686558,220275,70091,21759,7032,2261,711,200,73,24,10,3,0,0,0,0
3797,17791727,6278106,2097459,686535,220395,70334,21923,7066,2264,711,196,74,26,11,4,0,0,0,0
3798,17786162,6276656,2097867,686251,219891,70181,21772,7010,2292,727,204,66,23,12,4,0,0,0,0
3799,17781321,6275096,2096717,685602,219971,70341,21977,7059,2287,716,205,70,25,11,3,0,0,0,0
3800,17776215,6272941,2095966,685607,220096,70495,21967,7103,2280,703,203,69,22,10,3,0,0,0,0
3801,17770428,6272175,2095540,685491,219856,70294,21863,7045,2254,709,197,68,22,10,3,0,0,0,0
3802,17764451,6269567,2095731,685568,220164,70527,21993,7073,2280,717,195,65,26,12,4,0,0,0,0
3803,17760398,6267924,2094667,685316,220087,70261,21874,7098,2308,714,209,77,28,12,4,0,0,0,0
3804,17755133,6266690,2094041,685456,219834,70069,21912,7067,2305,742,216,78,24,11,4,0,0,0,0
3805,17749769,6265338,2093285,685337,219710,70372,21871,7046,2310,724,211,75,23,8,1,0,0,0,0
3806,17744619,6262868,2093581,684990,219705,70195,22024,7092,2245,715,206,69,19,8,1,0,0,0,0
3807,17738188,6262016,2093269,684733,219711,70329,21984,7057,2269,722,208,70,24,10,1,0,0,0,0
3808,17733322,6259635,2092259,684865,219913,70333,21966,7163,2332,719,218,79,25,10,2,0,0,0,0
3809,17726549,6258999,2092491,684695,219622,70226,22016,7145,2317,718,205,72,21,9,2,0,0,0,0
3810,17722768,6255531,2091781,684926,219896,70336,21949,7072,2273,711,204,66,18,8,1,0,0,0,0
3811,17716353,6255925,2091232,684371,219681,70185,21981,7133,2271,719,195,69,23,10,1,0,0,0,0
3812,17712922,6252438,2090679,684345,219894,70144,21956,7074,2264,726,208,76,23,9,1,0,0,0,0
3813,17707624,6251237,2090033,684209,219750,70097,21828,7029,2276,701,206,74,23,9,2,0,0,0,0
3814,17702719,6250130,2089323,683584,219410,70022,21808,7048,2260,711,207,71,22,9,2,0,0,0,0
3815,17696225,6248665,2089501,683559,219358,70096,21845,7067,2245,701,192,64,21,10,2,0,0,0,0
3816,17689818,6246840,2089313,684062,219514,70033,21841,7063,2279,713,199,67,20,9,1,0,0,0,0
3817,17685115,6244757,2088659,683732,219612,70132,21866,7027,2235,706,192,68,19,8,1,0,0,0,0
3818,17678209,6242973,2088854,684511,219635,70200,21984,7093,2285,714,197,62,17,8,1,0,0,0,0
3819,17674012,6241094,2088183,683769,219751,70312,21909,7038,2261,717,207,72,20,9,2,0,0,0,0
3820,17668887,6240747,2086986,683245,219313,70115,21930,7142,2295,726,196,68,21,10,2,0,0,0,0
3821,17664141,6238749,2086364,683316,219233,69947,21772,7071,2280,713,199,71,19,9,1,0,0,0,0
3822,17656815,6237202,2086506,683251,219784,70242,21931,7099,2283,700,184,62,17,8,1,0,0,0,0
3823,17652276,6234754,2086311,683313,219449,70065,21846,7025,2245,709,197,63,18,8,1,0,0,0,0
3824,17648799,6233735,2084776,682372,218998,70019,21760,7002,2253,735,202,66,18,8,1,0,0,0,0
3825,17642565,6231749,2085216,682616,219090,69967,21874,7009,2272,705,199,68,21,8,2,0,0,0,0
3826,17636368,6230791,2084119,683052,219341,70046,21871,7058,2269,703,201,66,16,7,2,0,0,0,0
3827,17631627,6229064,2084143,682324,218981,69967,21752,7004,2248,700,199,62,14,5,1,0,0,0,0
3828,17626148,6225983,2083488,682736,219592,70239,21826,6997,2252,705,205,69,20,8,1,0,0,0,0
3829,17620665,6225254,2083084,682202,219135,69961,21854,7067,2241,689,199,65,18,7,1,0,0,0,0
3830,17615958,6222309,2082725,682375,219222,69957,21937,7058,2239,701,194,64,17,6,1,0,0,0,0
3831,17610505,6221104,2082150,682178,219225,69968,21873,7101,2270,725,195,65,17,7,2,0,0,0,0
3832,17604390,6220356,2082120,681936,218939,69983,21959,7090,2257,696,195,58,17,9,2,0,0,0,0
3833,17598957,6218924,2081340,681833,218994,69991,21813,7063,2265,696,200,66,17,8,1,0,0,0,0
3834,17593876,6218274,2080391,681136,218560,70019,21819,7009,2251,702,199,64,17,6,1,0,0,0,0
3835,17587357,6215487,2081189,681595,218865,69912,21839,7032,2253,681,184,62,14,5,1,0,0,0,0
3836,17583266,6213689,2079966,681171,218652,69884,21835,7079,2276,699,193,65,18,8,1,0,0,0,0
3837,17578145,6211787,2079399,681153,218838,69966,21832,7091,2258,675,187,63,21,9,2,0,0,0,0
3838,17572636,6210792,2079256,680660,218634,69919,21843,7045,2243,677,190,59,17,6,2,0,0,0,0
3839,17567375,6208363,2078299,680900,218792,70132,21931,7076,2257,700,198,66,18,8,1,0,0,0,0
3840,17561303,6206690,2078333,681155,218497,70040,21896,7063,2269,701,206,69,19,8,1,0,0,0,0
3841,17556437,6205166,2077304,680758,218716,69853,21837,7069,2251,693,200,65,21,9,1,0,0,0,0
3842,17551714,6203314,2075912,680789,218863,69945,21962,7089,2268,701,201,71,20,8,1,0,0,0,0
3843,17544866,6201857,2076873,680922,218905,69972,21841,7032,2249,680,192,68,19,8,2,0,0,0,0
3844,17539857,6200537,2076197,680470,218452,69950,21922,7133,2285,712,202,72,20,9,2,0,0,0,0
3845,17534530,6197947,2075653,680744,218901,70015,21840,7031,2264,705,202,73,20,9,1,0,0,0,0
3846,17529355,6196805,2074852,680116,218802,70023,21873,7014,2244,688,185,65,17,8,1,0,0,0,0
3847,17523613,6196077,2074006,680028,218464,69940,21842,7069,2268,703,192,69,22,8,1,0,0,0,0
3848,17518547,6194156,2073449,680073,218543,69985,21906,7042,2245,694,193,70,20,9,1,0,0,0,0
3849,17513072,6191667,2074248,679741,218599,69969,21843,7048,2251,690,202,72,21,9,2,0,0,0,0
3850,17508082,6189823,2073014,679654,218682,70005,21933,7056,2252,718,201,78,22,10,2,0,0,0,0
3851,17501575,6188624,2072768,679739,218597,69979,21959,7142,2269,690,195,65,16,7,1,0,0,0,0
3852,17497953,6185894,2072565,679522,218044,69697,21800,7032,2269,697,192,67,17,7,1,0,0,0,0
3853,17492427,6183683,2072318,679838,218489,69716,21752,6975,2209,686,197,71,21,8,1,0,0,0,0
3854,17486920,6183118,2071368,679300,218279,69819,21875,7032,2263,701,194,64,18,8,1,0,0,0,0
3855,17481887,6181895,2070506,678640,218090,69875,21853,7040,2250,698,203,72,20,8,2,0,0,0,0
3856,17475135,6180451,2070533,678672,218306,69824,21853,7048,2272,716,199,73,21,10,2,0,0,0,0
3857,17470698,6178230,2069593,678693,218119,69855,21782,7029,2216,698,205,76,21,8,2,0,0,0,0
3858,17465065,6176057,2069475,679042,218357,69861,21821,6979,2232,682,199,68,16,7,1,0,0,0,0
3859,17459480,6175333,2069758,678413,217917,69613,21692,6985,2240,669,195,69,21,10,1,0,0,0,0
3860,17454199,6173671,2068643,678381,217774,69718,21779,7039,2257,690,205,72,20,8,1,0,0,0,0
3861,17449545,6171279,2067693,678074,218063,69858,21789,6991,2239,695,199,67,16,6,1,0,0,0,0
3862,17442348,6170008,2068186,678070,218098,69816,21877,7050,2256,698,198,71,18,9,2,0,0,0,0
3863,17438350,6168577,2066429,677785,218246,69820,21826,7032,2285,701,192,68,21,10,2,0,0,0,0
3864,17433635,6165879,2066619,677699,218119,69819,21799,7000,2203,686,194,66,17,7,1,0,0,0,0
3865,17427735,6164296,2065715,677801,218138,69921,21851,7055,2269,705,204,70,18,8,1,0,0,0,0
3866,17421396,6164468,2065641,676985,217612,69616,21760,7045,2285,708,207,75,21,7,1,0,0,0,0
3867,17418372,6160893,2064799,677110,217722,69445,21627,6969,2272,689,202,70,19,7,1,0,0,0,0
3868,17411018,6159755,2065222,677151,217965,69595,21821,7046,2260,688,208,75,25,9,1,0,0,0,0
3869,17406096,6158520,2063195,677292,217924,69821,21841,7065,2243,691,208,74,21,9,2,0,0,0,0
3870,17398336,6156973,2064241,677602,218051,69619,21876,7073,2244,694,211,76,21,8,2,0,0,0,0
3871,17394203,6154996,2062909,677137,218063,69730,21825,6984,2225,678,200,75,21,9,1,0,0,0,0
3872,17389647,6153073,2062728,676925,217720,69545,21760,7024,2268,700,206,75,20,8,1,0,0,0,0
3873,17383910,6151755,2062693,676365,217516,69711,21839,7054,2298,710,208,73,20,7,1,0,0,0,0
3874,17376421,6151375,2061248,677064,218047,69881,21805,7051,2263,705,206,73,22,9,1,0,0,0,0
3875,17373118,6147891,2061362,676418,217736,69670,21718,7018,2252,687,200,73,24,9,2,0,0,0,0
3876,17368178,6146636,2059894,676317,217876,69548,21801,7058,2261,696,205,72,18,7,2,0,0,0,0
3877,17362494,6144905,2060151,676038,217716,69785,21853,7011,2255,700,206,70,20,10,2,0,0,0,0
3878,17358277,6143058,2059321,675403,217467,69600,21835,7027,2260,704,204,69,22,10,1,0,0,0,0
3879,17351025,6141380,2059411,676140,217512,69681,21793,7059,2271,689,199,65,19,6,1,0,0,0,0
3880,17345681,6140702,2058491,675411,217525,69599,21794,7004,2260,678,200,71,20,7,1,0,0,0,0
3881,17341051,6137256,2058160,676076,217672,69758,21832,7023,2261,691,203,75,26,8,1,0,0,0,0
3882,17335139,6136028,2057984,675591,217656,69770,21838,7037,2260,694,196,68,21,6,1,0,0,0,0
3883,17329559,6134249,2057400,675608,217630,69651,21864,7053,2265,691,197,69,22,8,2,0,0,0,0
3884,17324615,6132849,2056793,674879,217443,69580,21809,7073,2294,694,200,68,19,8,2,0,0,0,0
3885,17319508,6131000,2056403,674844,217464,69616,21824,7050,2267,700,204,72,20,5,1,0,0,0,0
3886,17313149,6130463,2056628,674600,217024,69427,21775,6998,2238,680,193,65,17,6,1,0,0,0,0
3887,17307913,6127432,2055979,674797,217282,69655,21836,7079,2264,696,191,70,24,9,1,0,0,0,0
3888,17302722,6126088,2055229,674209,217133,69720,21827,7043,2249,705,194,68,20,7,1,0,0,0,0
3889,17298127,6124746,2053726,674646,217142,69586,21690,6974,2250,686,197,73,20,5,1,0,0,0,0
3890,17291890,6123052,2054478,674108,217080,69544,21785,7000,2255,692,196,72,20,8,2,0,0,0,0
3891,17286362,6121607,2053486,674085,217099,69596,21681,6976,2257,680,197,75,21,7,2,0,0,0,0
3892,17282027,6119028,2052454,673765,217203,69534,21873,6990,2235,700,199,70,24,7,2,0,0,0,0
3893,17275917,6117035,2053024,673934,217203,69486,21873,7068,2249,680,199,68,23,8,1,0,0,0,0
3894,17270437,6117226,2051462,673910,216845,69325,21740,6927,2219,671,186,66,22,6,1,0,0,0,0
3895,17264527,6114786,2051131,673584,217211,69587,21877,7059,2250,690,187,62,21,5,1,0,0,0,0
3896,17259341,6111456,2050934,674175,217274,69663,21892,7026,2286,684,188,66,22,7,1,0,0,0,0
3897,17254724,6110941,2050158,673444,216731,69660,21824,6979,2249,677,188,69,21,7,1,0,0,0,0
3898,17249712,6109245,2049654,672977,216885,69469,21737,6976,2235,673,189,66,20,8,2,0,0,0,0
3899,17243982,6107105,2049545,672934,216847,69506,21716,6948,2220,672,193,70,21,8,2,0,0,0,0
3900,17236955,6105776,2049230,673316,217147,69611,21776,6954,2212,673,185,63,18,7,2,0,0,0,0
3901,17232388,6104974,2048255,672771,216667,69578,21832,6953,2222,671,185,63,19,6,1,0,0,0,0
3902,17226764,6102772,2048209,672556,216771,69531,21772,6999,2255,685,189,64,21,7,1,0,0,0,0
3903,17221320,6099864,2047753,673040,216733,69619,21843,7055,2290,694,189,70,24,8,1,0,0,0,0
3904,17216438,6099494,2046566,672242,216492,69538,21831,7013,2240,691,204,67,19,6,1,0,0,0,0
3905,17210799,6097028,2046920,672445,216636,69543,21793,7008,2243,695,191,62,20,7,2,0,0,0,0
3906,17204710,6096337,2045811,672465,216395,69534,21832,7009,2241,672,187,64,21,8,2,0,0,0,0
3907,17199745,6093776,2045509,672040,216617,69568,21714,6976,2262,682,197,65,20,7,2,0,0,0,0
3908,17193431,6092526,2044909,672603,216752,69628,21766,6991,2223,668,180,62,19,7,1,0,0,0,0
3909,17189997,6090810,2044554,671207,216349,69308,21723,6926,2220,665,185,67,22,8,1,0,0,0,0
3910,17183164,6088891,2043760,671829,216657,69626,21766,6970,2272,696,199,66,20,6,1,0,0,0,0
3911,17178166,6088319,2043266,670986,215984,69350,21724,6997,2260,686,195,69,22,6,1,0,0,0,0
3912,17172895,6085468,2043008,671567,216253,69504,21776,7020,2240,678,192,67,21,7,1,0,0,0,0
3913,17167154,6083206,2042489,671698,216545,69479,21859,6988,2237,696,194,61,21,7,1,0,0,0,0
3914,17160867,6082527,2041706,671246,216509,69560,21799,7046,2257,698,191,64,22,8,2,0,0,0,0
3915,17155215,6081124,2041604,671012,216500,69533,21829,6992,2219,661,182,65,20,8,2,0,0,0,0
3916,17150845,6079210,2040823,670648,216159,69513,21811,7066,2274,683,190,64,19,8,2,0,0,0,0
3917,17145042,6076410,2040746,671297,216181,69574,21783,6964,2221,664,194,69,20,6,1,0,0,0,0
3918,17140348,6075195,2039563,670319,216319,69524,21778,6961,2236,692,204,72,21,6,1,0,0,0,0
3919,17135164,6073547,2039062,670565,216137,69547,21769,6947,2200,674,200,67,21,8,1,0,0,0,0
3920,17128539,6071660,2039683,670428,216333,69365,21687,6934,2221,683,188,62,20,6,1,0,0,0,0
3921,17123466,6070021,2038260,670626,215998,69358,21720,6960,2247,694,203,72,21,5,1,0,0,0,0
3922,17118025,6068405,2037852,670380,215958,69555,21807,6990,2227,690,200,66,22,8,2,0,0,0,0
3923,17112973,6066183,2037159,670026,216441,69579,21783,7017,2255,691,204,74,23,7,2,0,0,0,0
3924,17106625,6066035,2036910,669482,215963,69340,21753,6923,2213,690,208,74,23,7,2,0,0,0,0
3925,17101763,6063404,2036529,669461,215892,69397,21786,7005,2238,689,201,72,21,8,1,0,0,0,0
3926,17096258,6061990,2036193,669646,215827,69319,21694,6873,2207,690,196,68,22,8,1,0,0,0,0
3927,17090822,6060051,2035561,669204,215883,69341,21784,6950,2243,688,194,67,19,5,1,0,0,0,0
3928,17086343,6057566,2034137,669449,215758,69431,21824,7011,2255,687,200,66,18,5,1,0,0,0,0
3929,17079916,6056256,2034749,669499,215827,69278,21717,6971,2214,690,208,71,22,8,1,0,0,0,0
3930,17074346,6054732,2033975,669332,215907,69292,21693,6921,2187,672,202,62,18,6,1,0,0,0,0
3931,17068674,6051777,2033817,669612,215803,69453,21778,7009,2247,692,199,63,19,7,2,0,0,0,0
3932,17063805,6051964,2032935,668321,215521,69266,21726,6965,2230,682,199,68,22,9,2,0,0,0,0
3933,17058205,6049315,2032425,669195,215713,69233,21696,6929,2191,673,187,59,18,7,2,0,0,0,0
3934,17052723,6048647,2031385,668458,215487,69226,21716,6879,2177,669,195,59,16,5,1,0,0,0,0
3935,17046638,6046317,2031902,668554,215567,69185,21748,6925,2219,669,193,66,17,7,1,0,0,0,0
3936,17041989,6044521,2030922,667880,215623,69377,21752,6999,2240,707,209,69,22,8,1,0,0,0,0
3937,17035147,6042024,2030993,668799,215568,69516,21877,7004,2217,667,205,61,18,6,1,0,0,0,0
3938,17031031,6041491,2029493,667936,215359,69131,21699,6966,2231,679,199,62,19,6,1,0,0,0,0
3939,17025432,6039797,2029357,667781,215300,69189,21761,6956,2210,688,196,64,19,7,1,0,0,0,0
3940,17019032,6037021,2029709,667924,215708,69261,21671,6991,2240,681,201,64,20,7,2,0,0,0,0
3941,17014526,6036489,2028069,667616,215027,69131,21664,6893,2213,680,202,63,19,8,2,0,0,0,0
3942,17006781,6033943,2029293,668110,215732,69325,21749,6990,2224,711,214,64,20,8,2,0,0,0,0
3943,17004025,6032619,2027312,667171,215046,69062,21590,6883,2224,690,212,64,21,8,2,0,0,0,0
3944,16998587,6030304,2026838,667043,215021,69144,21843,6977,2205,660,193,61,20,6,1,0,0,0,0
3945,16992102,6029722,2026874,667200,214927,69057,21591,6910,2189,676,205,64,20,5,1,0,0,0,0
3946,16987369,6027293,2025400,666630,215345,69348,21757,6936,2239,676,205,68,20,8,1,0,0,0,0
3947,16981523,6025229,2025541,667207,214958,69083,21613,6898,2185,667,205,69,22,8,1,0,0,0,0
3948,16975756,6023933,2025077,666554,215218,69289,21791,7019,2258,699,207,62,18,6,1,0,0,0,0
3949,16970272,6022568,2025395,665907,214722,68990,21722,6904,2206,662,195,61,17,7,1,0,0,0,0
3950,16965128,6019572,2024016,666561,214988,69175,21864,7014,2237,665,205,61,20,8,2,0,0,0,0
3951,16959748,6019119,2023015,666179,215092,69211,21778,6938,2196,650,194,56,18,6,2,0,0,0,0
3952,16953674,6017411,2022396,666287,215190,69141,21719,6978,2180,660,206,64,18,7,2,0,0,0,0
3953,16950995,6014248,2021712,665312,214598,69101,21620,7007,2241,684,214,66,21,8,2,0,0,0,0
3954,16943459,6013793,2021853,665798,214780,68965,21713,6978,2201,655,202,61,18,7,1,0,0,0,0
3955,16936873,6011720,2021813,665638,215046,69091,21735,7021,2262,690,217,69,21,7,1,0,0,0,0
3956,16931320,6010860,2021147,665088,214860,68944,21699,6955,2280,687,211,67,19,5,1,0,0,0,0
3957,16926038,6008745,2020674,665367,214696,69182,21753,7022,2251,694,218,69,18,7,1,0,0,0,0
3958,16921896,6005842,2019458,665220,214800,69093,21827,7048,2267,682,217,66,21,7,1,0,0,0,0
3959,16916782,6003891,2019738,664642,214545,68974,21725,6959,2238,683,203,57,18,5,1,0,0,0,0
3960,16911072,6002962,2018745,664824,214441,68971,21707,6984,2249,686,211,69,24,8,2,0,0,0,0
3961,16904562,6001765,2018230,664777,214597,68902,21653,6972,2222,669,204,67,22,10,2,0,0,0,0
3962,16898855,5999187,2018122,664657,214750,69189,21812,7007,2233,672,209,63,18,6,2,0,0,0,0
3963,16893909,5998141,2017105,664458,214585,68974,21730,6981,2256,697,210,67,21,7,2,0,0,0,0
3964,16889224,5996143,2016490,664150,214259,68796,21628,6957,2206,680,205,66,20,6,1,0,0,0,0
3965,16881839,5993979,2016832,664317,214955,69278,21748,6955,2230,668,209,69,21,6,1,0,0,0,0
3966,16877251,5992450,2016095,664196,214596,68887,21679,6960,2205,683,207,62,21,7,1,0,0,0,0
3967,16868465,5991812,2016644,664603,214608,68954,21694,6972,2226,689,214,68,21,6,1,0,0,0,0
3968,16866598,5988326,2015211,663891,214442,69049,21698,6947,2255,701,216,69,23,8,1,0,0,0,0
3969,16860336,5987513,2014193,663858,214473,69061,21793,6982,2240,680,207,63,19,7,1,0,0,0,0
3970,16854984,5984915,2014617,663369,214473,68968,21679,6910,2192,681,213,65,20,5,1,0,0,0,0
3971,16850913,5982918,2013345,663461,214317,68959,21647,6982,2239,679,209,67,21,7,2,0,0,0,0
3972,16843708,5981624,2013703,663386,214307,68949,21692,6939,2209,683,216,69,24,9,2,0,0,0,0
3973,16838955,5979438,2012304,663648,214317,68987,21650,6925,2225,664,201,61,18,7,2,0,0,0,0
3974,16833398,5978883,2012239,662938,213956,68776,21562,6970,2233,679,211,62,18,8,2,0,0,0,0
3975,16827852,5976937,2011337,662836,213926,68747,21677,7010,2272,683,212,64,21,7,2,0,0,0,0
3976,16822344,5975027,2010871,662637,214193,68817,21631,6985,2243,685,217,64,17,6,1,0,0,0,0
3977,16817332,5973182,2010237,663016,213757,68717,21576,6952,2210,688,216,67,20,6,1,0,0,0,0
3978,16810837,5970990,2009862,662800,214263,68912,21675,7044,2242,692,210,62,19,5,1,0,0,0,0
3979,16805922,5968478,2009614,662919,214270,68933,21750,6967,2232,694,208,63,20,7,1,0,0,0,0
3980,16800151,5967917,2008883,662166,214105,68905,21622,7006,2229,690,219,67,19,8,1,0,0,0,0
3981,16793832,5965968,2008946,662244,214044,68865,21648,6966,2220,689,211,61,17,6,1,0,0,0,0
3982,16789654,5964440,2007607,661964,213962,68965,21610,6960,2228,681,196,58,15,6,1,0,0,0,0
3983,16783048,5963338,2007589,661619,213768,68750,21606,6960,2271,704,221,64,20,7,2,0,0,0,0
3984,16777696,5961147,2006846,661788,213876,68879,21660,6966,2207,695,211,62,20,7,2,0,0,0,0
3985,16772646,5959428,2006432,661216,213873,68833,21650,6998,2243,694,210,55,19,7,2,0,0,0,0
3986,16767954,5956608,2006109,661050,213634,68840,21578,6940,2217,683,209,62,21,8,2,0,0,0,0
3987,16761960,5955612,2005284,661492,213696,68679,21603,6884,2208,693,206,62,20,9,2,0,0,0,0
3988,16755549,5955119,2004841,660726,213369,68818,21677,6950,2209,680,200,63,23,8,1,0,0,0,0
3989,16750769,5951530,2004450,660946,213658,68861,21639,6964,2240,708,208,58,18,5,1,0,0,0,0
3990,16745843,5951057,2003251,660450,213385,68760,21645,6922,2235,697,211,56,18,7,1,0,0,0,0
3991,16738868,5949144,2003639,660626,213365,68628,21635,6983,2246,696,205,65,21,7,1,0,0,0,0
3992,16732317,5947860,2003119,660680,213569,68786,21788,7001,2273,711,215,65,16,6,1,0,0,0,0
3993,16728508,5945485,2002114,659842,213606,68882,21772,6963,2247,689,213,63,21,7,1,0,0,0,0
3994,16723027,5943322,2001124,660251,213423,68960,21743,6987,2237,684,209,61,18,7,1,0,0,0,0
3995,16717797,5942151,2000706,660077,213254,68717,21716,7006,2247,704,214,64,21,9,1,0,0,0,0
3996,16709504,5941099,2001313,660275,213534,68708,21677,6924,2213,706,210,67,18,7,2,0,0,0,0
3997,16706800,5937800,1999681,660115,213453,68817,21590,6909,2223,716,218,64,18,6,2,0,0,0,0
3998,16700723,5937059,1999502,659581,213139,68571,21716,6983,2234,699,211,60,19,8,2,0,0,0,0
3999,16694983,5934774,1998900,659411,213146,68842,21681,7009,2287,728,211,64,24,8,2,0,0,0,0
4000,16690600,5933072,1997949,659548,213068,68768,21578,6916,2240,706,208,61,20,7,2,0,0,0,0
4001,16684051,5931623,1997643,659121,213157,68710,21696,6997,2270,724,216,64,20,6,1,0,0,0,0
4002,16679639,5930256,1996907,658835,212703,68432,21473,6959,2221,695,212,63,21,7,1,0,0,0,0
4003,16670613,5929240,1997581,659327,213167,68657,21636,6981,2263,724,227,68,21,9,1,0,0,0,0
