# regions: k[3001,6500]xN[2,1e7] + k[16,6500]xN[1e7+1,3e7]; npoints=145762074292 degenerate=34539342 ambig=20
k,ff1,ff2,ff3,ff4,ff5,ff6,ff7,ff8,ff9,ff10,ff11,ff12,ff13,ff14,ff15,ff16,ff17,ff18,none
772,22243391,4481887,817916,143009,24004,3964,628,86,11,1,0,0,0,0,0,0,0,0,0
773,22233848,4486973,821060,143887,24369,3971,628,94,15,1,0,0,0,0,0,0,0,0,0
774,22235322,4486119,820439,143894,24303,4003,630,104,17,0,0,0,0,0,0,0,0,0,0
775,22234902,4488004,820005,143410,23971,3941,640,100,17,3,2,0,0,0,0,0,0,0,0
776,22228554,4492521,821344,143750,24091,3921,651,98,16,3,1,0,0,0,0,0,0,0,0
777,22237740,4483996,820536,143850,24097,3958,627,98,19,2,0,0,0,0,0,0,0,0,0
778,22227667,4492994,822068,143666,23930,3913,609,99,21,3,0,0,0,0,0,0,0,0,0
779,22221197,4496517,824243,144275,24130,3967,613,100,20,0,0,0,0,0,0,0,0,0,0
780,22211774,4502838,826215,144888,24425,4007,667,101,18,1,1,1,0,0,0,0,0,0,0
781,22209453,4503549,827139,145396,24650,4004,660,102,13,2,2,2,0,0,0,0,0,0,0
782,22202473,4506980,829863,146140,24730,4029,645,107,15,2,2,2,0,0,0,0,0,0,0
783,22199389,4510309,828953,146733,24793,4071,673,111,17,2,2,2,2,0,0,0,0,0,0
784,22190302,4515373,831989,147305,25053,4138,696,113,17,4,2,2,2,0,0,0,0,0,0
785,22201275,4508587,829361,146203,24788,4056,674,111,12,2,2,2,2,0,0,0,0,0,0
786,22194542,4513146,830937,146533,24888,4087,709,114,14,1,1,1,1,0,0,0,0,0,0
787,22186572,4517761,833774,147108,24956,4101,678,120,10,1,1,1,1,0,0,0,0,0,0
788,22190228,4515486,833042,146482,24860,4144,680,113,12,1,1,1,1,0,0,0,0,0,0
789,22183709,4519387,834659,147359,24981,4199,705,127,18,3,2,2,2,0,0,0,0,0,0
790,22175665,4524278,836550,148217,25318,4271,673,133,18,4,1,1,1,0,0,0,0,0,0
791,22170995,4527819,837566,148216,25383,4241,678,115,16,4,1,1,1,0,0,0,0,0,0
792,22171999,4526572,838070,148076,25347,4234,668,112,20,5,2,2,2,0,0,0,0,0,0
793,22158247,4533529,842746,149548,25874,4301,701,124,19,3,1,1,1,0,0,0,0,0,0
794,22162892,4531915,841215,148550,25516,4172,676,112,16,3,1,1,1,0,0,0,0,0,0
795,22163240,4530840,841181,149005,25721,4268,683,117,19,4,2,2,2,0,0,0,0,0,0
796,22153813,4536874,844327,149285,25702,4273,721,118,17,2,1,1,1,0,0,0,0,0,0
797,22154904,4536998,843219,149273,25696,4269,692,107,14,2,1,1,1,0,0,0,0,0,0
798,22146266,4542323,845513,149956,25917,4322,685,117,18,4,1,1,1,0,0,0,0,0,0
799,22152382,4538290,843986,149612,25806,4359,692,107,12,3,2,2,2,0,0,0,0,0,0
800,22147138,4542648,844795,149797,25781,4296,720,119,14,3,2,2,2,0,0,0,0,0,0
801,22136119,4548029,848521,151109,26241,4322,740,119,24,6,2,2,2,0,0,0,0,0,0
802,22127953,4554656,849779,151461,26188,4404,719,118,19,4,0,0,0,0,0,0,0,0,0
803,22133648,4549957,848786,151348,26225,4366,736,119,16,4,0,0,0,0,0,0,0,0,0
804,22127106,4554712,850234,151676,26397,4360,734,121,15,5,0,0,0,0,0,0,0,0,0
805,22122632,4558715,851020,151302,26297,4386,735,111,18,5,0,0,0,0,0,0,0,0,0
806,22127582,4554542,849889,151710,26299,4435,726,118,20,3,0,0,0,0,0,0,0,0,0
807,22124207,4556598,851173,151743,26274,4432,696,126,19,1,0,0,0,0,0,0,0,0,0
808,22120157,4559688,852122,151816,26238,4463,673,110,19,0,0,0,0,0,0,0,0,0,0
809,22115023,4562692,853510,152407,26483,4489,688,102,14,0,0,0,0,0,0,0,0,0,0
810,22118890,4560200,852948,151784,26328,4450,702,100,11,0,0,0,0,0,0,0,0,0,0
811,22112707,4563679,854593,152624,26545,4437,679,88,10,0,0,0,0,0,0,0,0,0,0
812,22113648,4564223,853290,152650,26326,4403,672,91,13,0,0,0,0,0,0,0,0,0,0
813,22115510,4562089,853408,152623,26466,4478,658,95,16,2,0,0,0,0,0,0,0,0,0
814,22104393,4570132,855112,153665,26702,4508,720,105,11,2,0,0,0,0,0,0,0,0,0
815,22100109,4571510,856820,154517,27004,4551,712,115,18,5,3,0,0,0,0,0,0,0,0
816,22097375,4573816,858132,153974,26818,4531,717,127,20,5,3,0,0,0,0,0,0,0,0
817,22097035,4573694,858110,154210,26972,4566,731,112,16,4,3,0,0,0,0,0,0,0,0
818,22091297,4577163,859678,154763,27175,4565,727,128,18,5,3,0,0,0,0,0,0,0,0
819,22089534,4578766,860254,154471,26960,4580,758,131,22,5,1,0,0,0,0,0,0,0,0
820,22079681,4583338,864262,155485,27345,4579,730,125,18,2,1,0,0,0,0,0,0,0,0
821,22081931,4583589,862541,155002,27100,4556,729,129,15,1,0,0,0,0,0,0,0,0,0
822,22076095,4586646,864630,155427,27188,4591,751,126,9,2,0,0,0,0,0,0,0,0,0
823,22069815,4590443,866642,155699,27486,4619,760,121,11,1,0,0,0,0,0,0,0,0,0
824,22072580,4587697,866208,155929,27553,4652,737,119,16,1,0,0,0,0,0,0,0,0,0
825,22069777,4591376,865934,155776,27260,4632,750,125,18,2,1,0,0,0,0,0,0,0,0
826,22072740,4589482,865255,155509,27152,4594,748,129,17,1,0,0,0,0,0,0,0,0,0
827,22057598,4598875,869614,156582,27312,4665,760,149,19,2,0,0,0,0,0,0,0,0,0
828,22062839,4595962,867523,156518,27258,4679,741,133,20,0,0,0,0,0,0,0,0,0,0
829,22063101,4594422,868536,156548,27397,4693,774,135,13,0,0,0,0,0,0,0,0,0,0
830,22049497,4603348,871660,157930,27575,4722,765,137,19,1,0,0,0,0,0,0,0,0,0
831,22050409,4603110,871047,157631,27639,4752,807,144,16,2,0,0,0,0,0,0,0,0,0
832,22041245,4607020,874875,158869,27812,4831,796,141,19,2,0,0,0,0,0,0,0,0,0
833,22040856,4607933,874641,158613,27900,4779,775,122,18,1,0,0,0,0,0,0,0,0,0
834,22032355,4612155,877576,159720,28200,4756,764,104,13,1,0,0,0,0,0,0,0,0,0
835,22032570,4612386,877448,159468,28068,4782,771,115,19,2,0,0,0,0,0,0,0,0,0
836,22028794,4615155,878426,159728,27880,4760,769,103,14,1,0,0,0,0,0,0,0,0,0
837,22027302,4616301,878701,159815,27988,4775,758,112,10,1,0,0,0,0,0,0,0,0,0
838,22034809,4607837,878804,160290,28254,4847,784,122,15,2,0,0,0,0,0,0,0,0,0
839,22028439,4614732,878920,159949,28084,4699,730,110,12,1,0,0,0,0,0,0,0,0,0
840,22022544,4617693,881049,160308,28427,4758,758,123,20,3,0,0,0,0,0,0,0,0,0
841,22015333,4623436,882172,160704,28476,4757,743,127,18,2,0,0,0,0,0,0,0,0,0
842,22013416,4623927,882793,161230,28563,4836,779,116,16,2,0,0,0,0,0,0,0,0,0
843,22004781,4628087,885748,162413,28945,4881,811,129,21,2,0,0,0,0,0,0,0,0,0
844,22004212,4628988,885597,162333,28815,4902,793,125,19,2,1,0,0,0,0,0,0,0,0
845,21995069,4634881,888128,162910,28994,4922,808,122,20,4,2,0,0,0,0,0,0,0,0
846,21996012,4633707,888005,163047,29078,4915,818,126,21,6,1,0,0,0,0,0,0,0,0
847,22002230,4630435,885541,162799,28930,4956,789,123,16,3,0,0,0,0,0,0,0,0,0
848,21993307,4635859,888553,163207,28956,4956,776,120,20,1,0,0,0,0,0,0,0,0,0
849,22000422,4631531,886358,162547,29059,4954,752,123,23,2,1,0,0,0,0,0,0,0,0
850,21995276,4635654,887507,162789,28867,4944,789,127,20,4,1,0,0,0,0,0,0,0,0
851,21986447,4640368,890186,163736,29185,4995,822,127,25,3,2,0,0,0,0,0,0,0,0
852,21978153,4644697,892554,165124,29423,5010,815,131,20,1,1,0,0,0,0,0,0,0,0
853,21976152,4645443,893160,165292,29644,5104,855,141,14,0,0,0,0,0,0,0,0,0,0
854,21968788,4651106,894753,165322,29823,5106,793,139,15,0,0,0,0,0,0,0,0,0,0
855,21967890,4652125,894859,165270,29691,5094,804,120,12,0,0,0,0,0,0,0,0,0,0
856,21971278,4650381,893382,164969,29706,5187,814,133,13,1,0,0,0,0,0,0,0,0,0
857,21960455,4655877,897144,166048,30116,5239,844,133,15,1,0,0,0,0,0,0,0,0,0
858,21956477,4659331,897824,166091,30054,5268,842,134,13,2,0,0,0,0,0,0,0,0,0
859,21948787,4662416,901118,167113,30285,5237,862,139,11,2,0,0,0,0,0,0,0,0,0
860,21952580,4660346,899963,166842,30073,5266,852,125,17,5,0,0,0,0,0,0,0,0,0
861,21945234,4664835,902356,167068,30125,5326,863,127,15,4,0,0,0,0,0,0,0,0,0
862,21945872,4665229,901886,166640,30013,5293,875,132,13,3,0,0,0,0,0,0,0,0,0
863,21933737,4672637,905513,167752,30081,5322,853,137,12,5,0,0,0,0,0,0,0,0,0
864,21937171,4669807,905006,167454,30094,5390,899,149,15,5,0,0,0,0,0,0,0,0,0
865,21932148,4673590,905834,168129,30015,5312,909,143,16,3,0,0,0,0,0,0,0,0,0
866,21927649,4676915,906886,168071,30028,5343,927,147,16,5,0,0,0,0,0,0,0,0,0
867,21933429,4672259,906254,167621,30066,5407,938,142,19,0,0,0,0,0,0,0,0,0,0
868,21923071,4678434,908586,169009,30345,5470,905,148,23,0,0,0,0,0,0,0,0,0,0
869,21919858,4681305,908824,169149,30442,5438,915,144,16,0,0,0,0,0,0,0,0,0,0
870,21916283,4683457,910001,169181,30606,5429,911,146,20,2,0,0,0,0,0,0,0,0,0
871,21920369,4679878,909216,169486,30620,5463,894,146,14,2,0,0,0,0,0,0,0,0,0
872,21911715,4684567,912440,170145,30741,5460,876,145,17,3,0,0,0,0,0,0,0,0,0
873,21905434,4688563,914026,170770,30782,5476,895,157,22,4,0,0,0,0,0,0,0,0,0
874,21917861,4680728,910340,170068,30584,5480,870,151,18,2,0,0,0,0,0,0,0,0,0
875,21908728,4687609,912314,170345,30578,5471,876,145,22,2,0,0,0,0,0,0,0,0,0
876,21897731,4693670,915601,171594,30912,5500,940,157,24,4,0,0,0,0,0,0,0,0,0
877,21893938,4696470,916047,171980,31124,5587,907,153,19,1,0,0,0,0,0,0,0,0,0
878,21898460,4694354,914112,171726,31043,5521,880,146,24,5,2,0,0,0,0,0,0,0,0
879,21890815,4699755,916083,171760,31233,5580,866,150,26,5,1,0,0,0,0,0,0,0,0
880,21886384,4702459,917344,172064,31368,5561,885,138,23,3,1,0,0,0,0,0,0,0,0
881,21881721,4703750,919330,173056,31580,5639,894,136,26,3,3,0,0,0,0,0,0,0,0
882,21884585,4702228,918484,172806,31472,5583,872,147,31,3,3,0,0,0,0,0,0,0,0
883,21882837,4704707,918060,172541,31383,5584,875,146,26,2,2,0,0,0,0,0,0,0,0
884,21877179,4707892,920333,172964,31371,5486,896,165,26,2,2,0,0,0,0,0,0,0,0
885,21885656,4703319,917943,171781,31101,5492,878,145,30,4,4,0,0,0,0,0,0,0,0
886,21880603,4706736,919067,171841,31365,5485,907,153,35,5,4,0,0,0,0,0,0,0,0
887,21878029,4708060,919926,172379,31207,5496,941,159,33,4,4,0,0,0,0,0,0,0,0
888,21871995,4712512,920758,173085,31488,5460,905,144,30,4,4,0,0,0,0,0,0,0,0
889,21872240,4711930,921213,173015,31348,5450,919,143,26,4,3,0,0,0,0,0,0,0,0
890,21868002,4712673,923569,173642,31626,5635,980,159,32,4,3,0,0,0,0,0,0,0,0
891,21863558,4715697,924923,173939,31565,5481,941,160,35,1,1,0,0,0,0,0,0,0,0
892,21858716,4718137,926708,174180,31820,5605,983,154,31,1,1,0,0,0,0,0,0,0,0
893,21854650,4719833,928349,174747,31942,5633,970,154,33,1,1,0,0,0,0,0,0,0,0
894,21852211,4722085,928551,174753,32120,5583,981,159,31,1,1,0,0,0,0,0,0,0,0
895,21845624,4725674,930309,175651,32316,5667,1002,163,28,5,2,0,0,0,0,0,0,0,0
896,21849421,4722517,930004,175363,32120,5732,998,176,34,7,1,0,0,0,0,0,0,0,0
897,21845007,4726381,930826,175349,32077,5627,967,170,33,4,1,0,0,0,0,0,0,0,0
898,21834564,4730829,934391,176897,32651,5841,1007,181,36,3,1,0,0,0,0,0,0,0,0
899,21841668,4724762,933542,176878,32674,5735,982,167,33,5,2,0,0,0,0,0,0,0,0
900,21833062,4731926,934509,177195,32644,5798,1009,177,29,2,1,0,0,0,0,0,0,0,0
901,21825040,4735804,937621,178120,32861,5737,1020,181,35,3,1,0,0,0,0,0,0,0,0
902,21822431,4737894,938331,177887,32740,5826,1042,201,34,3,1,0,0,0,0,0,0,0,0
903,21825407,4734925,938111,177865,32858,5921,1032,206,35,3,1,0,0,0,0,0,0,0,0
904,21823219,4736653,938921,177776,32659,5906,1012,189,26,4,1,0,0,0,0,0,0,0,0
905,21819520,4738728,939758,178281,32854,5977,1033,210,32,6,1,0,0,0,0,0,0,0,0
906,21807981,4745592,943204,179139,33129,6140,1043,202,28,5,1,0,0,0,0,0,0,0,0
907,21812325,4742115,942170,179274,33221,6050,1052,208,33,5,2,0,0,0,0,0,0,0,0
908,21808978,4744926,942876,179166,33174,6013,1043,214,32,3,0,0,0,0,0,0,0,0,0
909,21803788,4747983,944654,179780,33042,6045,1031,213,28,3,0,0,0,0,0,0,0,0,0
910,21808258,4746992,941685,179339,33012,6069,1015,212,30,5,0,0,0,0,0,0,0,0,0
911,21799804,4750280,945268,180422,33249,6119,1049,208,31,7,0,0,0,0,0,0,0,0,0
912,21795470,4753997,945865,180442,33354,6109,1006,190,28,6,0,0,0,0,0,0,0,0,0
913,21791431,4756998,946610,181019,33313,6002,965,196,24,8,0,0,0,0,0,0,0,0,0
914,21791696,4756802,946431,180861,33348,6113,1000,214,24,5,0,0,0,0,0,0,0,0,0
915,21782596,4761405,949797,181728,33635,6131,1004,199,24,8,1,0,0,0,0,0,0,0,0
916,21785348,4760474,948641,181157,33669,6164,1012,209,26,8,2,0,0,0,0,0,0,0,0
917,21784116,4759330,949446,182223,33928,6214,1044,198,18,4,1,0,0,0,0,0,0,0,0
918,21773970,4765527,953382,182675,33770,6159,1019,198,22,8,2,0,0,0,0,0,0,0,0
919,21769259,4768868,953719,183331,33910,6202,1021,177,23,7,0,0,0,0,0,0,0,0,0
920,21764873,4771653,955123,183681,33977,6092,1008,189,30,7,0,0,0,0,0,0,0,0,0
921,21765119,4771369,955338,183518,33977,6098,1032,199,35,8,0,0,0,0,0,0,0,0,0
922,21759357,4775397,956433,183935,34128,6139,1003,197,35,4,0,0,0,0,0,0,0,0,0
923,21758083,4775595,957350,184192,34137,6133,989,209,30,5,0,0,0,0,0,0,0,0,0
924,21751073,4781203,958318,184211,34364,6244,1027,219,32,4,0,0,0,0,0,0,0,0,0
925,21759264,4774426,957135,183903,34283,6288,1021,213,33,6,1,0,0,0,0,0,0,0,0
926,21756596,4775445,958454,184460,34253,6204,1033,202,26,7,2,0,0,0,0,0,0,0,0
927,21753090,4777974,959313,184541,34159,6278,1050,210,31,5,0,0,0,0,0,0,0,0,0
928,21754296,4777703,958935,184170,34155,6293,1040,199,31,3,1,0,0,0,0,0,0,0,0
929,21748343,4780886,960611,185019,34283,6297,1077,202,33,4,1,0,0,0,0,0,0,0,0
930,21745634,4782603,960986,185221,34511,6387,1127,208,40,5,1,0,0,0,0,0,0,0,0
931,21740669,4785923,962514,185282,34552,6400,1137,233,38,3,1,0,0,0,0,0,0,0,0
932,21742107,4784816,962083,185431,34529,6405,1118,233,36,4,0,0,0,0,0,0,0,0,0
933,21740236,4786370,962910,184873,34663,6380,1088,196,36,3,0,0,0,0,0,0,0,0,0
934,21733257,4790788,963879,186014,34957,6492,1165,201,41,5,0,0,0,0,0,0,0,0,0
935,21734320,4789370,964571,185943,34789,6492,1170,205,40,4,0,0,0,0,0,0,0,0,0
936,21726994,4794166,966616,186414,34730,6427,1154,204,41,4,0,0,0,0,0,0,0,0,0
937,21723584,4796365,967193,186917,34810,6483,1175,212,35,6,0,0,0,0,0,0,0,0,0
938,21721333,4798920,967173,186567,34835,6505,1143,197,32,4,0,0,0,0,0,0,0,0,0
939,21723115,4797934,966354,186580,34886,6557,1185,201,35,7,2,0,0,0,0,0,0,0,0
940,21716253,4800687,968902,187784,35203,6665,1187,206,36,7,1,0,0,0,0,0,0,0,0
941,21716688,4801609,968173,187283,35019,6627,1190,199,37,7,0,0,0,0,0,0,0,0,0
942,21710155,4804434,970997,188099,35134,6626,1231,206,38,8,1,1,0,0,0,0,0,0,0
943,21711773,4803409,970672,187923,35019,6672,1228,197,37,9,3,2,0,0,0,0,0,0,0
944,21713246,4803851,969362,187339,34935,6622,1208,192,37,8,3,2,0,0,0,0,0,0,0
945,21707075,4805444,972153,188549,35434,6708,1258,197,40,9,1,0,0,0,0,0,0,0,0
946,21706420,4807009,971843,188346,35058,6650,1269,223,46,9,1,0,0,0,0,0,0,0,0
947,21702875,4810467,971919,188295,35137,6673,1251,206,45,10,2,1,0,0,0,0,0,0,0
948,21696094,4813050,974500,189272,35647,6780,1265,208,43,11,2,0,0,0,0,0,0,0,0
949,21688749,4818580,976022,189709,35661,6763,1267,204,47,10,4,0,0,0,0,0,0,0,0
950,21692177,4816218,975468,189369,35406,6755,1204,201,37,6,3,0,0,0,0,0,0,0,0
951,21685267,4819659,977877,190164,35662,6757,1211,198,36,4,2,0,0,0,0,0,0,0,0
952,21680966,4823157,978059,190664,35902,6699,1210,225,38,5,2,0,0,0,0,0,0,0,0
953,21682652,4822190,977882,190214,35730,6709,1228,220,38,4,0,0,0,0,0,0,0,0,0
954,21677097,4824413,980145,191093,35977,6704,1236,210,36,5,0,0,0,0,0,0,0,0,0
955,21675146,4825926,979802,191727,36216,6732,1237,212,47,6,0,0,0,0,0,0,0,0,0
956,21671433,4828650,980750,191623,36282,6749,1231,199,48,8,0,0,0,0,0,0,0,0,0
957,21671826,4828364,980396,191856,36328,6778,1259,217,44,6,0,0,0,0,0,0,0,0,0
958,21670145,4829809,980779,191761,36156,6721,1250,219,50,4,1,0,0,0,0,0,0,0,0
959,21664277,4831905,983342,192698,36501,6760,1207,210,54,7,2,0,0,0,0,0,0,0,0
960,21668842,4827741,982974,192630,36499,6820,1252,197,48,8,1,0,0,0,0,0,0,0,0
961,21657205,4835780,985368,193488,36773,6866,1230,215,47,7,1,0,0,0,0,0,0,0,0
962,21656903,4837235,984429,193343,36703,6822,1244,242,50,4,0,0,0,0,0,0,0,0,0
963,21649227,4841635,987071,193933,36812,6842,1200,217,54,5,0,0,0,0,0,0,0,0,0
964,21649823,4840762,987590,193887,36649,6837,1216,227,50,3,0,0,0,0,0,0,0,0,0
965,21641921,4844922,989661,194986,37069,6915,1253,231,62,4,0,0,0,0,0,0,0,0,0
966,21642782,4845305,989453,194297,36844,6827,1198,216,51,2,0,0,0,0,0,0,0,0,0
967,21636458,4848822,991962,194691,36921,6838,1185,204,52,5,0,0,0,0,0,0,0,0,0
968,21643052,4844925,989756,194156,36968,6773,1213,205,44,5,0,0,0,0,0,0,0,0,0
969,21638606,4846407,991407,195417,37124,6842,1172,196,41,7,0,0,0,0,0,0,0,0,0
970,21629167,4852111,994215,195986,37196,6892,1212,210,37,4,0,0,0,0,0,0,0,0,0
971,21635630,4847007,992866,195842,37318,6942,1173,204,37,3,0,0,0,0,0,0,0,0,0
972,21628798,4852756,994316,195655,37226,6947,1202,206,33,5,0,0,0,0,0,0,0,0,0
973,21622123,4855071,996947,196782,37667,7069,1222,202,40,5,0,0,0,0,0,0,0,0,0
974,21615955,4860349,997530,197295,37487,6954,1240,217,38,4,0,0,0,0,0,0,0,0,0
975,21618429,4858706,997093,196876,37610,6944,1228,213,36,5,1,0,0,0,0,0,0,0,0
976,21610225,4863304,999356,197845,37757,7074,1273,218,37,6,2,0,0,0,0,0,0,0,0
977,21611727,4862713,998913,197469,37844,7057,1243,224,42,7,1,0,0,0,0,0,0,0,0
978,21618013,4857919,997653,197092,37860,7070,1231,218,37,7,3,0,0,0,0,0,0,0,0
979,21610713,4864212,999016,196976,37750,7062,1268,224,44,7,1,0,0,0,0,0,0,0,0
980,21606008,4867022,999788,197402,38200,7110,1279,225,38,9,2,0,0,0,0,0,0,0,0
981,21601710,4869581,1001427,197813,38064,7120,1262,228,31,5,1,0,0,0,0,0,0,0,0
982,21601240,4868691,1002363,197966,38242,7145,1284,230,33,7,1,0,0,0,0,0,0,0,0
983,21597950,4872357,1002216,197805,38263,7158,1310,232,42,7,2,0,0,0,0,0,0,0,0
984,21592606,4873941,1004414,198985,38462,7250,1295,246,44,5,1,0,0,0,0,0,0,0,0
985,21585272,4879366,1005640,199542,38617,7191,1308,227,39,5,1,0,0,0,0,0,0,0,0
986,21592540,4875281,1003617,198948,38293,7142,1295,230,36,7,0,0,0,0,0,0,0,0,0
987,21588794,4876586,1005270,199551,38341,7199,1302,229,31,6,1,0,0,0,0,0,0,0,0
988,21585933,4878648,1005509,199864,38489,7184,1267,238,31,8,2,0,0,0,0,0,0,0,0
989,21589117,4876772,1004728,199354,38484,7185,1309,244,37,8,1,0,0,0,0,0,0,0,0
990,21583526,4880166,1006203,199959,38660,7216,1283,228,32,8,1,0,0,0,0,0,0,0,0
991,21585105,4879356,1005740,199881,38568,7195,1307,224,25,6,1,0,0,0,0,0,0,0,0
992,21579553,4882780,1007165,200286,38714,7211,1324,222,31,8,0,0,0,0,0,0,0,0,0
993,21581292,4880955,1007672,200229,38547,7099,1304,224,29,3,0,0,0,0,0,0,0,0,0
994,21576192,4883917,1009281,200543,38812,7118,1269,226,37,4,0,0,0,0,0,0,0,0,0
995,21573111,4885002,1010350,201116,38982,7229,1319,241,37,6,0,0,0,0,0,0,0,0,0
996,21576352,4882970,1009542,200999,38743,7186,1313,242,39,4,0,0,0,0,0,0,0,0,0
997,21566156,4888876,1012827,201794,38958,7251,1301,230,34,4,0,0,0,0,0,0,0,0,0
998,21559185,4892127,1015654,202337,39079,7387,1352,256,41,3,0,0,0,0,0,0,0,0,0
999,21555692,4895069,1016207,202460,38945,7381,1338,243,47,4,0,0,0,0,0,0,0,0,0
1000,21557589,4893471,1015823,202358,39111,7392,1333,263,37,4,0,0,0,0,0,0,0,0,0
1001,21550046,4896811,1018998,203145,39376,7447,1361,274,35,3,0,0,0,0,0,0,0,0,0
1002,21545291,4899981,1019732,203845,39310,7511,1324,266,35,5,0,0,0,0,0,0,0,0,0
1003,21541304,4901182,1021980,204298,39458,7521,1332,259,33,6,1,1,0,0,0,0,0,0,0
1004,21541764,4902645,1021093,203622,39158,7442,1316,274,38,6,2,2,0,0,0,0,0,0,0
1005,21539522,4903639,1021758,204036,39316,7500,1342,255,41,5,1,1,0,0,0,0,0,0,0
1006,21533842,4906659,1023582,204657,39566,7524,1301,251,49,11,2,2,0,0,0,0,0,0,0
1007,21536451,4904635,1023339,204382,39422,7541,1326,248,41,9,1,1,0,0,0,0,0,0,0
1008,21534818,4906067,1023587,204244,39570,7561,1352,245,45,8,4,2,0,0,0,0,0,0,0
1009,21527433,4909300,1025782,205697,39903,7680,1394,255,51,9,2,1,0,0,0,0,0,0,0
1010,21522143,4913148,1026652,206077,39979,7704,1390,245,44,8,1,0,0,0,0,0,0,0,0
1011,21526575,4910620,1025475,205435,39966,7678,1386,253,53,10,2,0,0,0,0,0,0,0,0
1012,21518692,4913838,1028383,206782,40231,7753,1418,266,49,11,1,0,0,0,0,0,0,0,0
1013,21516525,4916047,1028513,206579,40400,7747,1395,263,51,10,1,0,0,0,0,0,0,0,0
1014,21517695,4914490,1028355,206831,40524,7729,1446,258,53,8,1,0,0,0,0,0,0,0,0
1015,21509013,4920369,1030598,207556,40556,7732,1420,251,48,6,1,0,0,0,0,0,0,0,0
1016,21506972,4920450,1031833,207828,40781,7861,1409,258,48,9,2,1,0,0,0,0,0,0,0
1017,21499034,4924676,1034461,208820,40883,7858,1429,273,55,14,3,1,0,0,0,0,0,0,0
1018,21498773,4924616,1034591,208885,41099,7774,1402,258,52,13,0,0,0,0,0,0,0,0,0
1019,21492731,4928037,1036408,209540,41301,7864,1414,261,45,10,0,0,0,0,0,0,0,0,0
1020,21489080,4931351,1036630,209761,41174,7872,1426,265,47,9,0,0,0,0,0,0,0,0,0
1021,21498537,4924112,1034721,209353,41205,7854,1413,270,51,10,0,0,0,0,0,0,0,0,0
1022,21484482,4933862,1037825,210667,41249,7787,1404,270,65,11,0,0,0,0,0,0,0,0,0
1023,21480753,4936452,1039001,210483,41307,7826,1418,279,58,12,0,0,0,0,0,0,0,0,0
1024,21477212,4937905,1040335,210752,41592,7864,1438,289,59,10,0,0,0,0,0,0,0,0,0
1025,21479536,4936072,1039729,210875,41614,7867,1483,296,67,13,0,0,0,0,0,0,0,0,0
1026,21472305,4939601,1042160,212098,41662,7947,1464,291,59,8,0,0,0,0,0,0,0,0,0
1027,21470565,4942035,1042035,211642,41562,8000,1470,292,63,9,0,0,0,0,0,0,0,0,0
1028,21465922,4945863,1042438,211793,41814,7971,1465,286,67,11,0,0,0,0,0,0,0,0,0
1029,21467527,4944446,1042318,211721,41770,8035,1513,292,65,10,0,0,0,0,0,0,0,0,0
1030,21469129,4943005,1041583,211900,41918,8110,1514,304,65,14,2,0,0,0,0,0,0,0,0
1031,21460902,4947432,1044231,212809,42073,8154,1545,300,70,18,1,0,0,0,0,0,0,0,0
1032,21462321,4946913,1043428,212685,42130,8155,1539,313,72,13,1,0,0,0,0,0,0,0,0
1033,21459376,4948360,1044631,212983,42107,8191,1545,311,70,15,1,0,0,0,0,0,0,0,0
1034,21452047,4952957,1046549,213716,42219,8179,1537,316,61,13,2,0,0,0,0,0,0,0,0
1035,21446464,4956277,1048141,214311,42323,8145,1555,304,55,10,2,0,0,0,0,0,0,0,0
1036,21449188,4953658,1047957,214326,42250,8233,1566,304,67,11,3,0,0,0,0,0,0,0,0
1037,21444318,4957617,1049025,214335,42159,8297,1527,287,60,12,4,0,0,0,0,0,0,0,0
1038,21443454,4958269,1049235,214324,42236,8340,1525,305,61,10,4,0,0,0,0,0,0,0,0
1039,21446519,4955558,1048877,214275,42330,8242,1535,291,56,10,3,0,0,0,0,0,0,0,0
1040,21436912,4961153,1051881,214987,42652,8332,1546,293,56,12,3,0,0,0,0,0,0,0,0
1041,21436677,4962473,1050858,214801,42557,8377,1541,296,58,12,4,0,0,0,0,0,0,0,0
1042,21430007,4964520,1054113,215694,43009,8421,1581,285,61,7,2,0,0,0,0,0,0,0,0
1043,21428387,4965157,1054805,215984,42913,8456,1603,293,67,11,3,0,0,0,0,0,0,0,0
1044,21424453,4967770,1055783,216392,43046,8381,1556,284,50,10,3,0,0,0,0,0,0,0,0
1045,21422841,4967959,1056700,216841,43130,8373,1550,282,56,8,1,0,0,0,0,0,0,0,0
1046,21417817,4971715,1057685,217206,42996,8410,1534,277,52,6,0,0,0,0,0,0,0,0,0
1047,21421432,4969820,1056673,216623,42983,8446,1532,247,46,6,0,0,0,0,0,0,0,0,0
1048,21416450,4972131,1058417,216954,43416,8530,1586,266,43,4,1,0,0,0,0,0,0,0,0
1049,21417076,4971090,1058986,216931,43212,8514,1577,262,41,5,0,0,0,0,0,0,0,0,0
1050,21418206,4971757,1058286,216077,43025,8497,1598,268,41,7,0,0,0,0,0,0,0,0,0
1051,21409927,4975403,1061076,217351,43480,8556,1619,275,38,6,0,0,0,0,0,0,0,0,0
1052,21403501,4979726,1062951,217853,43364,8563,1581,270,42,5,0,0,0,0,0,0,0,0,0
1053,21400988,4980749,1063746,218018,43489,8731,1624,290,52,7,0,0,0,0,0,0,0,0,0
