k,d,A,p01_lam,p01_q,p01_raw,p012_lam,p012_q,p012_raw
9,3835,23022,1,1,1,0,0,0
9,3876,23274,1,0,0,0,0,0
9,3893,23375,1,1,1,0,0,0
9,4024,24156,1,0,0,0,0,0
9,4142,24870,1,1,1,0,0,0
9,4168,25025,1,1,1,0,0,0
9,4301,25823,1,0,0,0,0,0
9,4351,26124,1,1,1,0,0,0
9,4399,26411,1,0,0,0,0,0
9,4518,27125,1,1,1,0,0,0
9,4601,27624,1,1,1,0,0,0
9,4692,28175,1,0,0,0,0,0
9,4731,28404,1,1,1,0,0,0
9,4828,28985,1,1,1,0,0,0
9,4855,29154,1,0,0,0,0,0
9,4856,29154,1,0,0,0,0,0
9,4895,29393,1,1,1,0,0,0
9,4896,29393,1,1,1,0,0,0
9,5014,30107,1,1,1,0,0,0
9,5142,30875,1,1,1,0,0,0
9,5198,31212,1,0,0,0,0,0
9,5199,31212,1,0,0,0,0,0
9,5267,31625,1,1,1,0,0,0
9,5395,32394,1,1,1,0,0,0
9,5427,32585,1,0,0,0,0,0
9,5450,32724,1,1,1,0,0,0
9,5705,34254,1,1,1,0,0,0
9,5835,35034,1,0,0,0,0,0
9,6092,36575,1,1,1,0,0,0
9,6186,37145,1,1,1,0,0,0
9,6187,37145,1,1,1,0,0,0
9,6322,37961,1,1,1,0,0,0
9,6324,37974,1,0,0,0,0,0
9,6325,37974,1,0,0,0,0,0
9,6439,38664,1,1,1,0,0,0
9,6623,39767,1,1,1,0,0,0
9,6798,40817,1,0,0,0,0,0
9,7099,42624,1,1,1,0,0,0
9,7199,43224,1,1,1,0,0,0
9,7220,43355,1,1,1,0,0,0
9,7221,43355,1,1,1,0,0,0
9,7548,45324,1,0,0,0,0,0
9,7549,45324,1,0,0,0,0,0
9,7597,45618,1,0,0,0,0,0
9,7598,45618,1,0,0,0,0,0
9,7630,45815,1,1,1,0,0,0
9,8169,49049,1,0,0,0,0,0
9,8214,49320,1,1,1,0,0,0
9,8364,50225,1,1,1,0,0,0
9,8553,51359,1,1,1,0,0,0
9,8554,51359,1,1,1,0,0,0
9,8772,52674,1,1,1,0,0,0
9,8773,52674,1,0,0,0,0,0
9,8926,53598,1,1,1,0,0,0
9,8938,53669,1,1,1,0,0,0
9,9197,55223,1,0,0,0,0,0
9,9360,56202,1,1,1,0,0,0
9,9846,59124,1,1,1,0,0,0
9,9996,60024,1,0,0,0,0,0
9,9997,60024,1,0,0,0,0,0
9,10506,63084,1,1,1,0,0,0
9,10654,63972,1,1,1,0,0,0
9,10878,65316,1,1,1,0,0,0
9,11221,67374,1,1,1,0,0,0
9,21197,127280,1,1,1,0,0,0
9,22149,133000,1,1,1,0,0,0
9,29581,177632,0,1,0,0,0,0
9,34656,208103,1,1,1,0,0,0
9,64889,389648,1,0,0,0,0,0
9,71500,429351,1,1,1,0,0,0
9,76908,461824,1,0,0,0,0,0
9,77737,466803,0,1,0,0,0,0
9,122808,737450,1,0,0,0,0,0
9,168139,1009664,0,1,0,0,0,0
9,245835,1476224,0,1,0,0,0,0
9,1048287,6294915,0,1,0,0,0,0
9,1308680,7858565,1,1,1,0,0,0
9,1677428,10072880,1,0,0,0,0,0
9,4899850,29423394,1,1,1,0,0,0
9,18939441,113730560,0,1,0,0,0,0
9,18939442,113730560,0,1,0,0,0,0
