k,d,A,p01_lam,p01_q,p01_raw,p012_lam,p012_q,p012_raw
14,1099,10556,1,1,1,0,0,0
14,1100,10556,1,1,1,0,0,0
14,1102,10582,1,1,1,1,1,1
14,1102,10583,1,1,1,0,0,0
14,1130,10848,1,1,1,0,0,0
14,1137,10920,1,1,1,0,0,0
14,1138,10920,1,1,1,0,0,0
14,1150,11039,1,1,1,0,0,0
14,1185,11375,1,1,1,0,0,0
14,1207,11590,1,1,1,0,0,0
14,1209,11615,1,1,1,0,0,0
14,1210,11615,1,1,1,0,0,0
14,1213,11647,1,1,1,0,0,0
14,1220,11712,1,1,1,0,0,0
14,1229,11799,1,1,1,0,0,0
14,1236,11868,1,1,1,0,0,0
14,1245,11951,1,1,1,0,0,0
14,1269,12179,1,1,1,0,0,0
14,1289,12375,1,1,1,0,0,0
14,1325,12727,1,1,1,0,0,0
14,1326,12727,1,1,1,0,0,0
14,1330,12771,1,1,1,0,0,0
14,1333,12797,1,1,1,0,0,0
14,1385,13299,1,1,1,0,0,0
14,1386,13311,1,1,1,0,0,0
14,1414,13584,1,1,1,0,0,0
14,1415,13584,1,1,1,0,0,0
14,1430,13727,1,1,1,0,0,0
14,1444,13871,1,1,1,0,0,0
14,1445,13871,1,1,1,0,0,0
14,1464,14063,1,1,1,0,0,0
14,1465,14063,1,1,1,0,0,0
14,1473,14144,1,1,1,0,0,0
14,1496,14364,1,1,1,0,0,0
14,1593,15300,1,1,1,0,0,0
14,1670,16031,1,1,1,0,0,0
14,1757,16874,1,0,0,0,0,0
14,1784,17135,1,1,1,0,0,0
14,1793,17225,1,1,1,0,0,0
14,1794,17225,1,1,1,0,0,0
14,1800,17289,1,1,1,0,0,0
14,1880,18054,1,1,1,1,1,1
14,1880,18055,1,1,1,0,0,0
14,1932,18559,1,1,1,0,0,0
14,1933,18559,1,1,1,0,0,0
14,1952,18745,1,1,1,0,0,0
14,1979,19005,1,1,1,0,0,0
14,2064,19824,1,1,1,0,0,0
14,2211,21238,1,1,1,0,0,0
14,2212,21238,1,1,1,0,0,0
14,2224,21359,1,1,1,0,0,0
14,2229,21413,1,1,1,0,0,0
14,2230,21413,1,1,1,0,0,0
14,2319,22274,1,1,1,0,0,0
14,2324,22320,1,1,1,0,0,0
14,2331,22385,1,1,1,0,0,0
14,2359,22655,1,1,1,0,0,0
14,2406,23114,1,1,1,0,0,0
14,2407,23114,1,1,1,0,0,0
14,2489,23903,1,1,1,0,0,0
14,2659,25542,1,1,1,0,0,0
14,2660,25542,1,1,1,0,0,0
14,2664,25584,1,1,1,0,0,0
14,2672,25661,1,1,1,0,0,0
14,2698,25915,1,1,1,0,0,0
14,2809,26975,1,1,1,0,0,0
14,2811,26999,1,1,1,1,1,1
14,2811,27000,1,0,0,0,0,0
14,2898,27839,1,1,1,0,0,0
14,2899,27839,1,1,1,0,0,0
14,2915,27999,1,1,1,0,0,0
14,2933,28175,1,1,1,0,0,0
14,2934,28175,1,1,1,0,0,0
14,3076,29546,1,1,1,0,0,0
14,3112,29889,1,1,1,0,0,0
14,3185,30590,1,1,1,0,0,0
14,3188,30624,1,1,1,0,0,0
14,3209,30820,1,1,1,0,0,0
14,3212,30855,1,1,1,0,0,0
14,3216,30887,1,1,1,0,0,0
14,3276,31464,1,1,1,0,0,0
14,3283,31536,1,1,1,0,0,0
14,3308,31775,1,1,1,0,0,0
14,3372,32395,1,1,1,0,0,0
14,3373,32395,1,1,1,0,0,0
14,3428,32928,1,1,1,0,0,0
14,3474,33370,1,1,1,0,0,0
14,3508,33695,1,1,1,0,0,0
14,3714,35672,1,1,1,0,0,0
14,3732,35853,1,1,1,0,0,0
14,3733,35853,1,1,1,0,0,0
14,3783,36335,1,1,1,0,0,0
14,3808,36575,1,1,1,0,0,0
14,3827,36764,1,1,1,0,0,0
14,3828,36764,1,1,1,0,0,0
14,3927,37719,1,1,1,0,0,0
14,3999,38409,1,1,1,0,0,0
14,4082,39215,1,1,1,0,0,0
14,4083,39215,1,1,1,0,0,0
14,4164,40000,1,1,1,0,0,0
14,4168,40032,1,1,1,0,0,0
14,4237,40703,1,1,1,0,0,0
14,4238,40703,1,1,1,0,0,0
14,4250,40824,1,1,1,0,0,0
14,4322,41514,1,1,1,0,0,0
14,4477,43010,1,1,1,0,0,0
14,4478,43010,1,1,1,0,0,0
14,4489,43120,1,1,1,0,0,0
14,4532,43536,1,1,1,0,0,0
14,4553,43740,1,1,1,0,0,0
14,4554,43740,1,1,1,0,0,0
14,4555,43757,1,1,1,0,0,0
14,4657,44735,1,1,1,0,0,0
14,4857,46655,1,1,1,0,0,0
14,5004,48069,1,1,1,0,0,0
14,5137,49343,1,1,1,0,0,0
14,5220,50140,1,1,1,0,0,0
14,5429,52155,1,1,1,0,0,0
14,5447,52325,1,1,1,0,0,0
14,5555,53360,1,1,1,0,0,0
14,5636,54144,1,1,1,0,0,0
14,5637,54144,1,1,1,0,0,0
14,5722,54960,1,1,1,0,0,0
14,5731,55055,1,1,1,0,0,0
14,5843,56133,1,1,1,0,0,0
14,5931,56975,1,1,1,0,0,0
14,6181,59375,1,0,0,0,0,0
14,6251,60047,1,1,1,0,0,0
14,6256,60095,1,1,1,0,0,0
14,6318,60697,1,1,1,0,0,0
14,6319,60697,1,1,1,0,0,0
14,7968,76544,0,1,0,0,0,0
14,7978,76635,1,1,1,0,0,0
14,8044,77273,1,1,1,0,0,0
14,8061,77440,1,1,1,0,0,0
14,8062,77440,1,1,1,0,0,0
14,8250,79254,1,1,1,0,0,0
14,8264,79391,1,1,1,0,0,0
14,8265,79391,1,1,1,0,0,0
14,8609,82704,1,1,1,0,0,0
14,8754,84095,1,1,1,0,0,0
14,8899,85491,1,1,1,0,0,0
14,8900,85491,1,1,1,0,0,0
14,8967,86140,1,1,1,0,0,0
14,8977,86240,1,1,1,0,0,0
14,9017,86620,1,1,1,0,0,0
14,9229,88655,1,1,1,0,0,0
14,9304,89375,1,0,0,0,0,0
14,9384,90144,1,1,1,0,0,0
14,9512,91377,1,1,1,0,0,0
14,9719,93365,1,1,1,0,0,0
14,9858,94704,1,1,1,0,0,0
14,9859,94704,1,1,1,0,0,0
14,10183,97824,1,1,1,0,0,0
14,10273,98685,1,1,1,0,0,0
14,10281,98769,1,1,1,0,0,0
14,10282,98769,1,1,1,0,0,0
14,10517,101035,1,1,1,0,0,0
14,10518,101035,1,1,1,0,0,0
14,11221,107800,1,1,1,0,0,0
14,11222,107800,1,1,1,0,0,0
14,11302,108575,1,1,1,0,0,0
14,11407,109584,1,1,1,0,0,0
14,11547,110928,1,1,1,0,0,0
14,11908,114400,1,1,1,0,0,0
14,11909,114400,1,1,1,0,0,0
14,12201,117215,1,1,1,0,0,0
14,12202,117215,1,1,1,0,0,0
14,12407,119184,1,1,1,0,0,0
14,12551,120575,1,1,1,0,0,0
14,13350,128249,1,1,1,0,0,0
14,13471,129408,1,1,1,0,0,0
14,13701,131625,1,0,0,0,0,0
14,13702,131625,1,1,1,0,0,0
14,13930,133824,1,1,1,0,0,0
14,13931,133824,1,1,1,0,0,0
14,14157,135999,1,0,0,0,0,0
14,14440,138719,1,1,1,0,0,0
14,14797,142154,1,1,1,0,0,0
14,14798,142154,0,1,0,0,0,0
14,14989,144000,1,1,1,0,0,0
14,14990,144000,1,1,1,0,0,0
14,15004,144143,1,1,1,0,0,0
14,15005,144143,1,1,1,0,0,0
14,15339,147360,1,1,1,0,0,0
14,16035,154049,1,1,1,0,0,0
14,16036,154049,1,1,1,0,0,0
14,16293,156519,1,1,1,0,0,0
14,16825,161633,1,1,1,0,0,0
14,16828,161664,1,1,1,0,0,0
14,16947,162809,1,1,1,0,0,0
14,16948,162809,1,1,1,0,0,0
14,17169,164933,1,1,1,0,0,0
14,17178,165024,1,1,1,0,0,0
14,17214,165375,1,1,1,0,0,0
14,17215,165375,1,1,1,0,0,0
14,17383,166991,1,1,1,0,0,0
14,17458,167712,1,1,1,0,0,0
14,17748,170495,1,1,1,0,0,0
14,18122,174096,1,1,1,0,0,0
14,18353,176319,1,1,1,0,0,0
14,18354,176319,1,1,1,0,0,0
14,19227,184704,1,1,1,0,0,0
14,19277,185184,1,1,1,0,0,0
14,20119,193284,1,1,1,0,0,0
14,21218,203840,1,1,1,0,0,0
14,21271,204344,1,1,1,0,0,0
14,21547,207000,1,1,1,0,0,0
14,21937,210748,1,1,1,0,0,0
14,21938,210748,1,1,1,0,0,0
14,22504,216194,1,1,1,0,0,0
14,22835,219374,1,0,0,0,0,0
14,23214,223014,1,1,1,0,0,0
14,23712,227799,1,1,1,0,0,0
14,24516,235520,1,1,1,0,0,0
14,25190,242003,1,1,1,0,0,0
14,25191,242003,1,1,1,0,0,0
14,26299,252648,1,1,1,0,0,0
14,29792,286208,1,1,1,0,0,0
14,31683,304380,1,1,1,0,0,0
14,31684,304380,1,1,1,0,0,0
14,31868,306152,1,1,1,0,0,0
14,35248,338624,1,1,1,0,0,0
14,35861,344519,1,1,1,0,0,0
14,35862,344519,1,1,1,0,0,0
14,37005,355509,1,1,1,0,0,0
14,37006,355509,1,1,1,0,0,0
14,38192,366911,1,1,1,0,0,0
14,39556,380016,1,1,1,0,0,0
14,40109,385329,1,1,1,0,0,0
14,40110,385329,1,1,1,0,0,0
14,40584,389895,1,1,1,0,0,0
14,40585,389895,1,1,1,0,0,0
14,41117,395009,1,1,1,0,0,0
14,41829,401849,1,1,1,0,0,0
14,42096,404415,1,1,1,0,0,0
14,42955,412671,1,1,1,0,0,0
14,42956,412671,1,1,1,0,0,0
14,42966,412775,1,1,1,0,0,0
14,43698,419804,1,1,1,0,0,0
14,44828,430660,1,1,1,0,0,0
14,47692,458171,1,1,1,0,0,0
14,49125,471944,1,1,1,0,0,0
14,49855,478952,0,1,0,0,0,0
14,50550,485639,1,1,1,0,0,0
14,50551,485639,1,1,1,0,0,0
14,54520,523775,1,1,1,0,0,0
14,54734,525824,1,1,1,0,0,0
14,56195,539864,1,1,1,0,0,0
14,56344,541294,1,1,1,0,0,0
14,58547,562464,1,1,1,0,0,0
14,59675,573300,1,1,1,0,0,0
14,60321,579500,1,1,1,0,0,0
14,61456,590409,1,1,1,0,0,0
14,62270,598234,1,1,1,0,0,0
14,68569,658749,1,1,1,0,0,0
14,68570,658749,1,1,1,0,0,0
14,73365,704815,1,1,1,0,0,0
14,74567,716364,1,1,1,0,0,0
14,76387,733855,1,1,1,0,0,0
14,76715,737009,1,1,1,0,0,0
14,76716,737009,1,1,1,0,0,0
14,77276,742399,1,1,1,0,0,0
14,77277,742399,1,1,1,0,0,0
14,77568,745199,1,1,1,0,0,0
14,77971,749070,1,1,1,0,0,0
14,80218,770660,1,1,1,0,0,0
14,81833,786175,1,1,1,0,0,0
14,83139,798720,1,1,1,0,0,0
14,84125,808191,1,1,1,0,0,0
14,93358,896895,1,1,1,0,0,0
14,94685,909649,1,1,1,0,0,0
14,94686,909649,1,1,1,0,0,0
14,98469,945999,1,1,1,0,0,0
14,99075,951824,1,1,1,0,0,0
14,99076,951824,1,1,1,0,0,0
14,100426,964800,1,1,1,0,0,0
14,104190,1000959,1,1,1,0,0,0
14,106481,1022975,1,1,1,0,0,0
14,106482,1022975,1,1,1,0,0,0
14,109690,1053800,1,1,1,0,0,0
14,110013,1056900,1,1,1,0,0,0
14,111293,1069200,1,1,1,0,0,0
14,112698,1082696,1,1,1,0,0,0
14,114632,1101275,1,1,1,0,0,0
14,136148,1307987,1,1,1,0,0,0
14,136149,1307987,1,1,1,0,0,0
14,137839,1324224,1,1,1,0,0,0
14,142305,1367135,1,1,1,0,0,0
14,154713,1486337,1,1,1,0,0,0
14,157111,1509375,1,0,0,0,0,0
14,158243,1520255,1,1,1,0,0,0
14,160354,1540539,1,1,1,0,0,0
14,160355,1540539,1,1,1,0,0,0
14,172864,1660724,1,1,1,0,0,0
14,172865,1660724,1,1,1,0,0,0
14,173099,1662975,1,0,0,0,0,0
14,180264,1731807,1,1,1,0,0,0
14,207386,1992375,1,0,0,0,0,0
14,225140,2162943,1,1,1,0,0,0
14,225141,2162943,1,1,1,0,0,0
14,229356,2203449,1,1,1,0,0,0
14,229357,2203449,1,1,1,0,0,0
14,230206,2211615,1,1,1,0,0,0
14,241448,2319615,1,1,1,0,0,0
14,246318,2366400,1,1,1,0,0,0
14,255790,2457399,1,1,1,0,0,0
14,264323,2539375,1,1,1,0,0,0
14,286838,2755683,1,1,1,0,0,0
14,286839,2755683,1,1,1,0,0,0
14,301507,2896608,1,1,1,0,0,0
14,303479,2915550,1,1,1,0,0,0
14,305313,2933175,1,1,1,0,0,0
14,309619,2974544,1,1,1,0,0,0
14,309620,2974544,1,1,1,0,0,0
14,311316,2990844,1,1,1,0,0,0
14,331526,3185000,1,0,0,0,0,0
14,402262,3864575,1,1,1,0,0,0
14,402263,3864575,1,1,1,0,0,0
14,470225,4517499,1,1,1,0,0,0
14,523952,5033665,1,1,1,0,0,0
14,599285,5757399,1,1,1,0,0,0
14,608674,5847591,1,1,1,0,0,0
14,619333,5950000,1,0,0,0,0,0
14,632865,6079999,1,1,1,0,0,0
14,672005,6456029,1,1,1,0,0,0
14,672006,6456029,1,1,1,0,0,0
14,695635,6683040,1,1,1,0,0,0
14,727340,6987629,1,1,1,0,0,0
14,736122,7071999,1,1,1,0,0,0
14,740906,7117968,1,1,1,0,0,0
14,742097,7129408,1,1,1,0,0,0
14,780359,7496999,1,1,1,0,0,0
14,780360,7496999,1,1,1,0,0,0
14,830319,7976960,1,1,1,0,0,0
14,839840,8068437,1,1,1,0,0,0
14,847165,8138801,1,1,1,0,0,0
14,847518,8142200,1,1,1,0,0,0
14,847586,8142848,1,0,0,0,0,0
14,879739,8451750,1,1,1,0,0,0
14,939677,9027584,1,1,1,0,0,0
14,939678,9027584,1,1,1,0,0,0
14,957895,9202599,1,1,1,0,0,0
14,1061374,10196736,1,1,1,0,0,0
14,1069075,10270719,1,1,1,0,0,0
14,1126299,10820480,1,1,1,0,0,0
14,1127517,10832184,1,1,1,0,0,0
14,1127518,10832184,1,1,1,0,0,0
14,1179606,11332607,1,1,1,0,0,0
14,1189003,11422880,1,1,1,0,0,0
14,1224892,11767679,1,1,1,0,0,0
14,1224893,11767679,1,1,1,0,0,0
14,1226465,11782784,1,1,1,0,0,0
14,1243932,11950592,1,1,1,0,0,0
14,1278524,12282920,1,1,1,0,0,0
14,1341780,12890624,1,0,0,0,0,0
14,1467077,14094377,1,1,1,0,0,0
14,1467078,14094377,1,1,1,0,0,0
14,1512665,14532335,1,1,1,0,0,0
14,1691773,16253055,1,1,1,0,0,0
14,1738746,16704324,1,1,1,0,0,0
14,1751646,16828265,1,1,1,0,0,0
14,1751647,16828265,1,1,1,0,0,0
14,1875863,18021632,1,1,1,0,0,0
14,1875864,18021632,1,1,1,0,0,0
14,1963610,18864625,1,1,1,0,0,0
14,1964651,18874624,1,1,1,0,0,0
14,2175668,20901887,1,1,1,0,0,0
14,2228749,21411840,1,1,1,0,0,0
14,2242719,21546054,1,1,1,0,0,0
14,2289970,21999999,1,0,0,0,0,0
14,2349262,22569624,1,0,0,0,0,0
14,2379438,22859528,1,1,1,0,0,0
14,2402353,23079679,1,1,1,0,0,0
14,2636900,25332992,1,1,1,0,0,0
14,3082711,29615949,1,1,1,0,0,0
14,3093603,29720600,1,1,1,0,0,0
14,3093604,29720600,1,1,1,0,0,0
14,3746005,35988303,1,1,1,0,0,0
14,3850701,36994125,1,0,0,0,0,0
14,4186107,40216406,1,1,1,0,0,0
14,4837886,46478124,1,0,0,0,0,0
14,4849096,46585825,1,1,1,0,0,0
14,4849097,46585825,1,1,1,0,0,0
14,4857067,46662399,1,1,1,0,0,0
14,5110095,49093264,1,1,1,0,0,0
14,5628316,54071874,1,0,0,0,0,0
14,5765584,55390624,1,0,0,0,0,0
14,7666864,73656440,1,1,1,0,0,0
14,7682413,73805823,1,1,1,0,0,0
14,7710127,74072075,1,1,1,0,0,0
14,9034970,86799999,1,0,0,0,0,0
14,9034971,86799999,1,0,0,0,0,0
14,11450414,110005440,1,1,1,0,0,0
14,12171695,116934873,1,1,1,0,0,0
14,16087276,154552320,1,1,1,0,0,0
14,16087277,154552320,1,1,1,0,0,0
14,16243221,156050496,1,1,1,0,0,0
14,18040984,173321819,1,1,1,0,0,0
14,18040985,173321819,1,1,1,0,0,0
14,19348486,185883136,1,1,1,0,0,0
14,21582137,207342079,1,1,1,0,0,0
14,23405026,224854784,1,1,1,0,0,0
14,25717312,247069184,1,1,1,0,0,0
14,26896731,258399999,1,0,0,0,0,0
14,29614628,284511149,1,1,1,0,0,0
14,34921957,335499275,1,1,1,0,0,0
14,39724104,381634055,1,1,1,0,0,0
14,44563662,428128255,1,1,1,0,0,0
14,44563663,428128255,1,1,1,0,0,0
14,44933684,431683090,1,1,1,0,0,0
