k,d,A,p01_lam,p01_q,p01_raw,p012_lam,p012_q,p012_raw
15,6630,68474,1,1,1,0,0,0
15,6631,68474,1,1,1,0,0,0
15,6662,68799,1,1,1,0,0,0
15,6664,68816,1,1,1,0,0,0
15,6694,69135,1,1,1,0,0,0
15,6695,69135,1,1,1,0,0,0
15,6807,70300,1,1,1,0,0,0
15,6863,70875,1,1,1,0,0,0
15,6875,71000,1,1,1,0,0,0
15,6934,71603,1,1,1,0,0,0
15,7267,75049,1,1,1,0,0,0
15,7383,76244,1,1,1,0,0,0
15,7499,77440,1,1,1,0,0,0
15,7613,78624,1,1,1,0,0,0
15,7614,78624,1,1,1,0,0,0
15,7681,79325,1,1,1,0,0,0
15,7741,79947,1,1,1,0,0,0
15,7742,79947,1,1,1,0,0,0
15,7952,82124,1,1,1,0,0,0
15,7953,82124,1,1,1,0,0,0
15,7997,82592,1,1,1,0,0,0
15,7998,82592,1,1,1,0,0,0
15,8020,82823,1,1,1,0,0,0
15,8123,83888,1,1,1,0,0,0
15,8453,87295,1,1,1,0,0,0
15,8463,87399,1,1,1,0,0,0
15,8654,89375,0,1,0,0,0,0
15,8655,89375,0,1,0,0,0,0
15,8715,89999,1,1,1,0,0,0
15,8824,91124,1,1,1,0,0,0
15,8893,91839,1,0,0,0,0,0
15,9078,93750,0,1,0,0,0,0
15,9091,93884,1,1,1,0,0,0
15,9150,94500,1,0,0,0,0,0
15,9151,94500,1,0,0,0,0,0
15,9211,95120,1,1,1,0,0,0
15,9380,96875,0,1,0,0,0,0
15,9381,96875,0,1,0,0,0,0
15,9577,98900,1,1,1,0,0,0
15,9698,100155,1,1,1,0,0,0
15,9705,100224,1,1,1,0,0,0
15,9822,101439,1,1,1,0,0,0
15,9823,101439,1,1,1,0,0,0
15,9881,102050,1,1,1,0,0,0
15,9882,102050,1,1,1,0,0,0
15,10379,107184,1,1,1,0,0,0
15,10779,111320,1,1,1,0,0,0
15,10980,113399,1,1,1,0,0,0
15,11121,114855,1,1,1,0,0,0
15,11122,114855,1,1,1,0,0,0
15,11220,115874,1,1,1,0,0,0
15,11510,118863,1,1,1,0,0,0
15,11861,122499,0,1,0,0,0,0
15,11862,122499,1,1,1,0,0,0
15,11997,123903,1,0,0,0,0,0
15,11998,123903,1,0,0,0,0,0
15,12023,124168,1,1,1,0,0,0
15,12041,124355,1,1,1,0,0,0
15,12222,126224,1,1,1,0,0,0
15,12548,129584,1,1,1,0,0,0
15,13355,137920,1,1,1,0,0,0
15,13394,138320,1,1,1,0,0,0
15,13425,138644,1,1,1,0,0,0
15,13616,140624,0,1,0,0,0,0
15,13617,140624,0,1,0,0,0,0
15,13790,142416,1,0,0,0,0,0
15,14235,147015,1,0,0,0,0,0
15,14236,147015,1,0,0,0,0,0
15,14836,153216,1,1,1,0,0,0
15,15129,156250,0,1,0,0,0,0
15,15130,156250,0,1,0,0,0,0
15,16013,165375,1,1,1,0,0,0
15,16110,166374,1,0,0,0,0,0
15,16121,166496,1,0,0,0,0,0
15,16122,166496,1,0,0,0,0,0
15,16390,169264,1,1,1,0,0,0
15,16885,174375,0,1,0,0,0,0
15,17042,176000,1,1,1,0,0,0
15,17200,177632,1,1,1,0,0,0
15,17296,178618,1,1,1,0,0,0
15,17516,180894,1,0,0,0,0,0
15,18777,193919,1,1,1,0,0,0
15,19032,196559,1,1,1,0,0,0
15,19033,196559,1,1,1,0,0,0
15,19737,203840,1,1,1,0,0,0
15,19738,203840,1,1,1,0,0,0
15,19794,204424,1,1,1,0,0,0
15,20115,207739,1,1,1,0,0,0
15,20287,209509,1,1,1,0,0,0
15,20553,212264,1,1,1,0,0,0
15,20698,213759,1,1,1,0,0,0
15,20970,216567,1,1,1,0,0,0
15,22354,230867,1,0,0,0,0,0
15,22355,230867,1,0,0,0,0,0
15,22805,235520,1,1,1,0,0,0
15,23824,246050,1,1,1,0,0,0
15,23825,246050,1,1,1,0,0,0
15,24062,248500,1,1,1,0,0,0
15,24515,253175,1,1,1,0,0,0
15,24606,254124,1,1,1,0,0,0
15,24646,254540,1,1,1,0,0,0
15,25526,263625,1,1,1,0,0,0
15,25599,264384,1,0,0,0,0,0
15,25600,264384,1,0,0,0,0,0
15,27366,282624,1,1,1,0,0,0
15,28117,290376,1,1,1,0,0,0
15,28243,291681,1,1,1,0,0,0
15,30004,309875,1,1,1,0,0,0
15,30622,316250,1,1,1,0,0,0
15,31340,323675,1,0,0,0,0,0
15,31698,327368,1,1,1,0,0,0
15,32103,331550,1,1,1,0,0,0
15,33438,345344,1,1,1,0,0,0
15,33439,345344,1,1,1,0,0,0
15,33667,347700,1,1,1,0,0,0
15,33694,347984,1,1,1,0,0,0
15,33890,349999,0,1,0,0,0,0
15,36452,376464,1,1,1,0,0,0
15,37343,385671,1,1,1,0,0,0
15,37897,391391,1,1,1,0,0,0
15,38113,393624,1,1,1,0,0,0
15,38558,398222,1,1,1,0,0,0
15,38559,398222,1,1,1,0,0,0
15,39403,406944,1,1,1,0,0,0
15,39881,411884,1,0,0,0,0,0
15,39882,411884,1,0,0,0,0,0
15,39951,412604,1,1,1,0,0,0
15,39967,412775,1,1,1,0,0,0
15,39968,412775,1,1,1,0,0,0
15,39990,413000,1,1,1,0,0,0
15,40229,415480,1,1,1,0,0,0
15,40230,415480,1,1,1,0,0,0
15,40540,418691,1,1,1,0,0,0
15,40541,418691,1,1,1,0,0,0
15,41163,425125,1,1,1,0,0,0
15,41164,425125,1,1,1,0,0,0
15,41448,428064,1,1,1,0,0,0
15,42064,434433,1,1,1,0,0,0
15,42065,434433,1,1,1,0,0,0
15,44240,456895,1,1,1,0,0,0
15,44717,461824,1,1,1,0,0,0
15,45302,467874,1,1,1,0,0,0
15,45303,467874,1,1,1,0,0,0
15,46114,476255,1,0,0,0,0,0
15,46322,478400,1,1,1,0,0,0
15,48798,503975,1,1,1,0,0,0
15,49057,506655,1,1,1,0,0,0
15,49058,506655,1,1,1,0,0,0
15,49575,512000,1,1,1,0,0,0
15,50798,524628,1,1,1,0,0,0
15,51257,529375,0,1,0,0,0,0
15,51258,529375,0,1,0,0,0,0
15,51386,530705,1,0,0,0,0,0
15,51677,533715,1,1,1,0,0,0
15,51678,533715,1,1,1,0,0,0
15,60940,629375,1,1,1,0,0,0
15,61678,636999,1,1,1,0,0,0
15,61991,640233,1,1,1,0,0,0
15,62271,643125,1,1,1,0,0,0
15,64212,663168,1,1,1,0,0,0
15,66119,682863,1,1,1,0,0,0
15,66656,688415,1,1,1,0,0,0
15,66657,688415,1,1,1,0,0,0
15,67562,697774,1,1,1,0,0,0
15,67563,697774,1,1,1,0,0,0
15,73450,758575,1,1,1,0,0,0
15,73932,763554,1,1,1,0,0,0
15,75597,780758,1,1,1,0,0,0
15,75598,780758,1,1,1,0,0,0
15,76623,791349,1,1,1,0,0,0
15,80060,826847,1,1,1,0,0,0
15,80798,834462,1,1,1,0,0,0
15,81062,837199,1,0,0,0,0,0
15,81063,837199,1,0,0,0,0,0
15,81498,841700,1,1,1,0,0,0
15,82288,849852,1,1,1,0,0,0
15,90623,935934,1,1,1,0,0,0
15,91079,940653,1,1,1,0,0,0
15,91080,940653,1,1,1,0,0,0
15,91997,950130,1,1,1,0,0,0
15,92013,950300,1,1,1,0,0,0
15,92014,950300,1,1,1,0,0,0
15,94855,979649,1,1,1,0,0,0
15,96825,999999,0,1,0,0,0,0
15,96826,999999,0,1,0,0,0,0
15,97019,1002000,1,1,1,0,0,0
15,97470,1006655,1,1,1,0,0,0
15,97615,1008149,1,1,1,0,0,0
15,99691,1029588,1,1,1,0,0,0
15,102807,1061774,1,1,1,0,0,0
15,103875,1072807,1,1,1,0,0,0
15,107416,1109375,0,1,0,0,0,0
15,107819,1113541,1,1,1,0,0,0
15,108558,1121174,1,1,1,0,0,0
15,110188,1138004,1,0,0,0,0,0
15,112184,1158624,1,1,1,0,0,0
15,112185,1158624,1,1,1,0,0,0
15,112435,1161215,1,1,1,0,0,0
15,114796,1185596,1,1,1,0,0,0
15,115658,1194504,1,1,1,0,0,0
15,115659,1194504,1,1,1,0,0,0
15,116503,1203224,1,0,0,0,0,0
15,118778,1226719,1,1,1,0,0,0
15,119596,1235168,1,0,0,0,0,0
15,120258,1242011,1,1,1,0,0,0
15,122540,1265575,1,1,1,0,0,0
15,124379,1284569,1,1,1,0,0,0
15,124866,1289600,1,1,1,0,0,0
15,128497,1327104,0,1,0,0,0,0
15,128498,1327104,1,1,1,0,0,0
15,131397,1357055,1,1,1,0,0,0
15,131398,1357055,1,1,1,0,0,0
15,135834,1402874,1,0,0,0,0,0
15,137673,1421874,0,1,0,0,0,0
15,137674,1421874,0,1,0,0,0,0
15,139187,1437500,0,1,0,0,0,0
15,140346,1449471,1,1,1,0,0,0
15,140589,1451990,1,1,1,0,0,0
15,140590,1451990,1,1,1,0,0,0
15,145189,1499498,1,1,1,0,0,0
15,146578,1513836,1,1,1,0,0,0
15,151463,1564289,1,1,1,0,0,0
15,153626,1586627,1,1,1,0,0,0
15,155887,1609984,1,1,1,0,0,0
15,155888,1609984,1,1,1,0,0,0
15,156099,1612169,1,1,1,0,0,0
15,159097,1643135,1,1,1,0,0,0
15,159853,1650947,1,1,1,0,0,0
15,159854,1650947,1,1,1,0,0,0
15,161759,1670624,0,1,0,0,0,0
15,165886,1713249,1,1,1,0,0,0
15,166158,1716065,1,1,1,0,0,0
15,171532,1771560,1,0,0,0,0,0
15,175295,1810431,1,1,1,0,0,0
15,175296,1810431,1,1,1,0,0,0
15,185465,1915458,1,1,1,0,0,0
15,190998,1972607,1,1,1,0,0,0
15,192912,1992375,1,1,1,0,0,0
15,192913,1992375,1,1,1,0,0,0
15,196468,2029104,1,1,1,0,0,0
15,196469,2029104,1,1,1,0,0,0
15,200392,2069631,1,1,1,0,0,0
15,200393,2069631,1,1,1,0,0,0
15,203882,2105675,1,1,1,0,0,0
15,208532,2153696,1,1,1,0,0,0
15,216145,2232320,0,1,0,0,0,0
15,222792,2300967,1,1,1,0,0,0
15,226617,2340480,1,1,1,0,0,0
15,226618,2340480,1,1,1,0,0,0
15,230601,2381624,1,1,1,0,0,0
15,230602,2381624,1,1,1,0,0,0
15,231591,2391848,1,1,1,0,0,0
15,234315,2419984,1,1,1,0,0,0
15,234423,2421089,1,0,0,0,0,0
15,235216,2429283,1,1,1,0,0,0
15,237777,2455739,1,1,1,0,0,0
15,237778,2455739,1,1,1,0,0,0
15,238160,2459688,1,0,0,0,0,0
15,241682,2496059,1,1,1,0,0,0
15,252844,2611349,1,1,1,0,0,0
15,252845,2611349,1,1,1,0,0,0
15,272358,2812887,1,1,1,0,0,0
15,285117,2944655,1,0,0,0,0,0
15,296527,3062499,0,1,0,0,0,0
15,299954,3097892,1,1,1,0,0,0
15,303656,3136119,1,1,1,0,0,0
15,308388,3185000,1,1,1,0,0,0
15,310151,3203199,1,1,1,0,0,0
15,321658,3322054,1,0,0,0,0,0
15,325584,3362600,1,1,1,0,0,0
15,331142,3419999,1,1,1,0,0,0
15,351176,3626909,1,1,1,0,0,0
15,371052,3832191,1,1,1,0,0,0
15,371053,3832191,1,0,0,0,0,0
15,372936,3851649,1,1,1,0,0,0
15,372937,3851649,1,1,1,0,0,0
15,378724,3911424,1,1,1,0,0,0
15,383427,3959999,0,1,0,0,0,0
15,383428,3959999,0,1,0,0,0,0
15,385746,3983949,1,1,1,0,0,0
15,385747,3983949,1,1,1,0,0,0
15,400130,4132500,0,1,0,0,0,0
15,402854,4160639,1,1,1,0,0,0
15,402855,4160639,1,1,1,0,0,0
15,437567,4519150,1,1,1,0,0,0
15,442975,4574999,0,1,0,0,0,0
15,447434,4621055,1,1,1,0,0,0
15,464574,4798079,1,1,1,0,0,0
15,464575,4798079,1,1,1,0,0,0
15,481911,4977125,1,1,1,0,0,0
15,504107,5206368,1,1,1,0,0,0
15,508392,5250624,1,1,1,0,0,0
15,539570,5572623,1,1,1,0,0,0
15,547228,5651712,1,1,1,0,0,0
15,562796,5812499,0,1,0,0,0,0
15,577152,5960774,1,1,1,0,0,0
15,577153,5960774,1,1,1,0,0,0
15,586331,6055568,1,1,1,0,0,0
15,592811,6122500,1,1,1,0,0,0
15,592812,6122500,1,1,1,0,0,0
15,605693,6255535,1,1,1,0,0,0
15,617131,6373674,1,1,1,0,0,0
15,617132,6373674,1,1,1,0,0,0
15,619681,6399999,0,1,0,0,0,0
15,649972,6712848,1,1,1,0,0,0
15,678986,7012499,0,1,0,0,0,0
15,691371,7140419,1,1,1,0,0,0
15,691372,7140419,1,1,1,0,0,0
15,721688,7453529,1,1,1,0,0,0
15,722255,7459375,0,1,0,0,0,0
15,774533,7999299,1,1,1,0,0,0
15,795146,8212190,1,1,1,0,0,0
15,804770,8311589,1,1,1,0,0,0
15,805524,8319375,1,1,1,0,0,0
15,918168,9482759,1,1,1,0,0,0
15,918169,9482759,1,1,1,0,0,0
15,960504,9920000,0,1,0,0,0,0
15,960988,9924991,1,1,1,0,0,0
15,966298,9979830,1,1,1,0,0,0
15,967071,9987824,1,0,0,0,0,0
15,1009607,10427130,1,1,1,0,0,0
15,1031567,10653929,1,1,1,0,0,0
15,1144966,11825099,1,1,1,0,0,0
15,1152932,11907375,1,1,1,0,0,0
15,1181265,12199999,0,1,0,0,0,0
15,1181266,12199999,0,1,0,0,0,0
15,1182549,12213256,1,0,0,0,0,0
15,1220300,12603149,1,1,1,0,0,0
15,1220301,12603149,1,1,1,0,0,0
15,1499998,15491840,1,1,1,0,0,0
15,1589615,16417400,1,0,0,0,0,0
15,1600683,16531710,1,1,1,0,0,0
15,1858662,19196099,1,1,1,0,0,0
15,1858663,19196099,1,1,1,0,0,0
15,1878726,19403306,1,1,1,0,0,0
15,2117236,21866624,1,1,1,0,0,0
15,2117423,21868560,1,1,1,0,0,0
15,2117424,21868560,1,1,1,0,0,0
15,2176144,22475024,1,0,0,0,0,0
15,2176145,22475024,1,0,0,0,0,0
15,2201298,22734810,1,0,0,0,0,0
15,2325954,24022250,1,0,0,0,0,0
15,2325955,24022250,1,0,0,0,0,0
15,2507761,25899929,1,0,0,0,0,0
15,2741503,28313999,1,0,0,0,0,0
15,2795166,28868223,1,1,1,0,0,0
15,3150730,32540464,1,1,1,0,0,0
15,3169653,32735900,1,1,1,0,0,0
15,3175034,32791472,1,1,1,0,0,0
15,3739057,38616655,1,1,1,0,0,0
15,4020786,41526324,1,1,1,0,0,0
15,4111029,42458350,1,1,1,0,0,0
15,4111030,42458350,1,1,1,0,0,0
15,4242924,43820543,1,1,1,0,0,0
15,4798137,49554735,1,1,1,0,0,0
15,4805550,49631295,1,0,0,0,0,0
15,4854744,50139375,1,0,0,0,0,0
15,5071866,52381784,1,1,1,0,0,0
15,5338022,55130624,1,0,0,0,0,0
15,5888502,60815937,1,1,1,0,0,0
15,5888503,60815937,1,1,1,0,0,0
15,6045752,62439999,0,1,0,0,0,0
15,6126689,63275904,1,1,1,0,0,0
15,6313126,65201408,1,1,1,0,0,0
15,6458607,66703933,1,1,1,0,0,0
15,6499704,67128375,1,1,1,0,0,0
15,6668034,68866875,0,1,0,0,0,0
15,6668035,68866875,0,1,0,0,0,0
15,6814474,70379287,1,0,0,0,0,0
15,7051752,72829875,1,1,1,0,0,0
15,8063991,83284200,1,1,1,0,0,0
15,8063992,83284200,1,1,1,0,0,0
15,8172026,84399975,1,1,1,0,0,0
15,8172027,84399975,1,1,1,0,0,0
15,8329806,86029514,1,1,1,0,0,0
15,9724831,100437207,1,1,1,0,0,0
15,9963560,102902784,1,1,1,0,0,0
15,9963561,102902784,1,1,1,0,0,0
15,10136249,104686295,1,0,0,0,0,0
15,10201005,105355095,1,1,1,0,0,0
15,10267002,106036700,1,1,1,0,0,0
15,11483061,118596050,1,1,1,0,0,0
15,11607264,119878815,1,1,1,0,0,0
15,11607265,119878815,1,1,1,0,0,0
15,12072204,124680676,1,1,1,0,0,0
15,14283621,147519999,1,1,1,0,0,0
15,15236379,157360000,0,1,0,0,0,0
15,15525382,160344799,1,1,1,0,0,0
15,18230604,188284095,1,1,1,0,0,0
15,18230605,188284095,1,1,1,0,0,0
15,18307668,189080000,1,1,1,0,0,0
15,18545095,191532131,1,1,1,0,0,0
15,18545096,191532131,1,1,1,0,0,0
15,19103500,197299280,1,1,1,0,0,0
15,19155854,197839999,0,1,0,0,0,0
